split,seed,amplitude,stiffness,phase,x0,v0,random_check_seed,policy,drift_coefficient,fixed_k,n_steps,physical_duration,n_reference,n_initial_reference,n_forced_reference,n_random_reference,n_unreferenced,n_start_violations,n_interval_violations,n_envelope_counterexamples,n_eligible,n_eligible_start_violations,n_random_start_violations,n_full_corrections,n_measurement_force_calls,reference_fraction,unreferenced_physical_duration,interval_violation_rate,start_violation_rate,maximum_unreferenced_streak,maximum_unreferenced_streak_time,maximum_unreferenced_force_error,maximum_positive_envelope_excess,initial_error_min,initial_error_mean,initial_error_max,margin_min,margin_mean,margin_max,trust_time_min,trust_time_median,trust_time_max,squared_position_error_sum,squared_velocity_error_sum,position_rmse,velocity_rmse,final_relative_energy_change,maximum_absolute_relative_energy_change
heldout,2026090610,1.25,1.18,1.9718305222314776,-0.4879633637031206,-1.2501129035837413,2036090610,class_horizon,0.2,,2000,20.0,162,1,125,36,1838,0,0,0,1874,0,0,0,6007,0.081,18.38,0.0,0.0,16,0.16,0.04578855688852937,0.0,2.7307144184751664e-05,0.005309074796823781,0.017566681093312275,0.03243331890668773,0.044690925203176225,0.04997269285581525,0.11844859113128921,0.14395839243960845,0.172430816116637,17.87590814032114,21.53608032389528,0.09454075348843254,0.1037691676845663,0.40847879097857576,0.40847879097857576
heldout,2026090610,1.25,1.18,1.9718305222314776,-0.4879633637031206,-1.2501129035837413,2036090610,empirical_horizon,0.10000000000000009,,2000,20.0,103,1,66,36,1897,299,343,1106,1933,302,3,0,6007,0.0515,18.97,0.18081180811808117,0.15761729045861886,31,0.31,0.08365298115378096,0.034330432369897565,9.896344436777227e-05,0.008721903415301034,0.017566681093312275,0.03243331890668773,0.04127809658469897,0.04990103655563223,0.18911698016299727,0.24974671430715398,0.330205093957512,52.75556876754867,62.70973052013394,0.16241238987150683,0.17707305063184225,0.7395479972239349,0.7395479972239349
heldout,2026090610,1.25,1.18,1.9718305222314776,-0.4879633637031206,-1.2501129035837413,2036090610,fixed_streak,0.2,18,2000,20.0,126,1,87,38,1874,102,141,0,1912,102,0,0,6007,0.063,18.740000000000002,0.07524012806830309,0.054429028815368194,18,0.18,0.06959062794843154,0.0,7.687500494801824e-05,0.00691678751222329,0.017566681093312275,0.03243331890668773,0.04308321248777671,0.049923124995051985,0.10622996166342213,0.13601620711149848,0.16635859987009716,32.32986856812438,38.62942597098345,0.12714139484865736,0.138977382999867,0.572247901557687,0.572247901557687
heldout,2026090611,1.55,1.18,1.518689029110935,0.08072976732102047,-1.6814456849712947,2036090611,class_horizon,0.2,,2000,20.0,193,1,157,35,1807,0,0,0,1842,0,0,0,6007,0.0965,18.07,0.0,0.0,12,0.12,0.04564701866370943,0.0,9.445391513374091e-07,0.005316409470280618,0.009129403732741875,0.04087059626725813,0.04468359052971938,0.049999055460848665,0.1073144166036829,0.11761782614196525,0.13982863603804058,19.911335853561695,21.451028450349533,0.09977809342125579,0.10356405855882032,0.32510200138224254,0.32510200138224254
heldout,2026090611,1.55,1.18,1.518689029110935,0.08072976732102047,-1.6814456849712947,2036090611,empirical_horizon,0.10000000000000009,,2000,20.0,119,1,83,35,1881,284,338,1107,1916,288,4,0,6007,0.0595,18.81,0.1796916533758639,0.15098351940457203,26,0.26,0.08211791278333995,0.03241749443544236,5.626777454215137e-05,0.008892119640266354,0.01642358255666799,0.033576417443332014,0.041107880359733645,0.04994373222545785,0.1686923787836752,0.20203361815819634,0.27965727207608093,59.05009597410791,63.15865436681882,0.17182854241089854,0.1777057319936794,0.5859561161368844,0.5859561161368844
heldout,2026090611,1.55,1.18,1.518689029110935,0.08072976732102047,-1.6814456849712947,2036090611,fixed_streak,0.2,18,2000,20.0,127,1,85,41,1873,260,312,0,1914,264,4,0,6007,0.0635,18.73,0.16657768286171917,0.1388147357180993,18,0.18,0.08683733333186444,0.0,3.060222257111889e-05,0.008280163588002175,0.01736746666637287,0.03263253333362713,0.04171983641199783,0.049969397777428884,0.0787115382528545,0.10594053644268134,0.13982863603804058,52.78844581267401,55.919176661279046,0.1624629893432255,0.16721120874702008,0.5651572107355677,0.5651572107355677
heldout,2026090612,0.65,1.18,0.28491992638218255,0.6237947058688195,-0.19846560058972176,2036090612,class_horizon,0.2,,2000,20.0,102,1,55,46,1898,0,0,0,1944,0,0,0,6006,0.051,18.98,0.0,0.0,31,0.31,0.045238332289982953,0.0,9.396209420742263e-05,0.004859928568434348,0.022456609411277473,0.02754339058872253,0.045140071431565655,0.04990603790579258,0.18592688556155876,0.25932709675498195,0.3295160955163589,16.33290053175554,19.781878291857947,0.09036841409407255,0.09945320078272481,0.7953101502499142,0.7953101502499142
heldout,2026090612,0.65,1.18,0.28491992638218255,0.6237947058688195,-0.19846560058972176,2036090612,empirical_horizon,0.10000000000000009,,2000,20.0,70,1,21,48,1930,238,260,1140,1978,245,7,0,6006,0.035,19.3,0.13471502590673576,0.12331606217616581,57,0.5700000000000001,0.08118705610157217,0.0314395294081549,1.0407750343999211e-05,0.007604890595727799,0.022456609411277473,0.02754339058872253,0.042395109404272206,0.049989592249656004,0.3213287003616766,0.4463320909259656,0.6177792159517596,43.69678009039905,53.6915445889059,0.1478120091372806,0.16384679519127907,1.413302999654468,1.413302999654468
heldout,2026090612,0.65,1.18,0.28491992638218255,0.6237947058688195,-0.19846560058972176,2036090612,fixed_streak,0.2,18,2000,20.0,129,1,81,47,1871,0,0,0,1918,0,0,0,6006,0.0645,18.71,0.0,0.0,18,0.18,0.036870504655268754,0.0,1.0845209161503e-05,0.003716939753160402,0.022456609411277473,0.02754339058872253,0.0462830602468396,0.0499891547908385,0.18592688556155876,0.27958325124559624,0.3230440984956208,8.732322927896488,10.504124836691563,0.06607693594551918,0.07247111437218129,0.5671481506459484,0.5671481506459484
heldout,2026090613,0.9,1.18,0.6464017673892678,0.7184306175814931,-0.5888563392809317,2036090613,class_horizon,0.2,,2000,20.0,125,1,88,36,1875,0,0,0,1911,0,0,0,6007,0.0625,18.75,0.0,0.0,22,0.22,0.04552250433599525,0.0,8.634495000925391e-05,0.005201836049100319,0.025863502232933766,0.024136497767066237,0.04479816395089969,0.04991365504999075,0.11936211925270541,0.1948349579743261,0.23224833838964984,18.757085290220854,20.494690728709575,0.09684287606794022,0.10122917249664144,0.5733162005163278,0.5733162005163278
heldout,2026090613,0.9,1.18,0.6464017673892678,0.7184306175814931,-0.5888563392809317,2036090613,empirical_horizon,0.10000000000000009,,2000,20.0,82,1,44,37,1918,301,332,1085,1955,304,3,0,6007,0.041,19.18,0.17309697601668406,0.15693430656934307,43,0.43,0.08490638154566937,0.035704081400743916,0.0001487740263139692,0.0083210710135282,0.025863502232933766,0.024136497767066237,0.041678928986471804,0.049851225973686034,0.23872423850541064,0.33910648121771364,0.4907459401075015,51.87652232415448,57.279294810915516,0.16105359717211298,0.16923252466785974,1.0365732601755369,1.0365732601755369
heldout,2026090613,0.9,1.18,0.6464017673892678,0.7184306175814931,-0.5888563392809317,2036090613,fixed_streak,0.2,18,2000,20.0,124,1,85,38,1876,0,2,0,1914,0,0,0,6007,0.062,18.76,0.0010660980810234541,0.0,18,0.18,0.051039443345344604,0.0,0.0001131054064404946,0.0051947229549475634,0.025863502232933766,0.024136497767066237,0.04480527704505244,0.04988689459355951,0.11936211925270541,0.19667316686379202,0.24369345699717088,17.90655060262374,19.510373884266166,0.09462174856401603,0.0987683499008315,0.5794846710384973,0.5794846710384973
heldout,2026090614,1.25,1.18,4.783184771521733,0.0884208341895868,1.3544461865189907,2036090614,class_horizon,0.2,,2000,20.0,168,1,123,44,1832,0,0,0,1876,0,0,0,6007,0.084,18.32,0.0,0.0,16,0.16,0.04579636483566411,0.0,6.414581226321658e-05,0.004992278670234903,0.009159272967132814,0.04084072703286719,0.0450077213297651,0.049935854187736786,0.12889355255668578,0.1453281828610323,0.17596958889303374,18.142186075583208,19.94585515731233,0.09524228597525158,0.0998645461545596,0.39502848146199754,0.39502848146199754
heldout,2026090614,1.25,1.18,4.783184771521733,0.0884208341895868,1.3544461865189907,2036090614,empirical_horizon,0.10000000000000009,,2000,20.0,105,1,61,43,1895,278,321,1108,1938,283,5,0,6007,0.0525,18.95,0.16939313984168866,0.1467018469656992,33,0.33,0.08512349960590737,0.03583113853810525,2.6065465883240435e-05,0.00829037993524261,0.017024699921181385,0.03297530007881862,0.04170962006475739,0.04997393453411676,0.19140066548022105,0.25044283400125805,0.3450098970095468,55.055073184154494,59.70721746321607,0.1659142446930861,0.17278196876875793,0.7226313222731755,0.7226313222731755
heldout,2026090614,1.25,1.18,4.783184771521733,0.0884208341895868,1.3544461865189907,2036090614,fixed_streak,0.2,18,2000,20.0,126,1,83,42,1874,95,131,0,1916,99,4,0,6007,0.063,18.740000000000002,0.06990394877267876,0.05069370330843116,18,0.18,0.06977785755115937,0.0,3.5588569255784464e-05,0.0067193215531826025,0.013955571510231884,0.03604442848976812,0.0432806784468174,0.04996441143074422,0.10887648693270525,0.13740799850913685,0.172346580144569,32.94039968627401,35.63029996877992,0.12833627641137563,0.13347340553230055,0.5618974135086311,0.5618974135086311
heldout,2026090615,1.55,1.18,2.195334547590031,-0.9063202232325958,-1.3658984993374688,2036090615,class_horizon,0.2,,2000,20.0,195,1,160,34,1805,0,0,0,1839,0,0,0,6007,0.0975,18.05,0.0,0.0,12,0.12,0.04581823033564575,0.0,6.095722040022622e-05,0.005469727449416119,0.03262752803637348,0.017372471963626526,0.04453027255058389,0.04993904277959978,0.05065316292653043,0.11793704062256036,0.13477253189918031,17.177271562450287,22.011695332462313,0.09267489293883831,0.10490875876794634,0.32754058315747403,0.32754058315747403
heldout,2026090615,1.55,1.18,2.195334547590031,-0.9063202232325958,-1.3658984993374688,2036090615,empirical_horizon,0.10000000000000009,,2000,20.0,119,1,84,34,1881,289,347,1123,1915,294,5,0,6007,0.0595,18.81,0.1844763423710792,0.15364167995746944,25,0.25,0.08513307483296384,0.03514347150241124,2.0761072862640617e-05,0.009253728130616787,0.03262752803637348,0.017372471963626526,0.04074627186938321,0.04997923892713736,0.10130632585306079,0.20450758099249217,0.2656936550011893,51.48837707179663,65.34236000977374,0.16044995648456348,0.18075170816588945,0.5934246886657589,0.5934246886657589
heldout,2026090615,1.55,1.18,2.195334547590031,-0.9063202232325958,-1.3658984993374688,2036090615,fixed_streak,0.2,18,2000,20.0,123,1,88,34,1877,288,344,0,1911,296,8,0,6007,0.0615,18.77,0.18327117741076185,0.15343633457645178,18,0.18,0.08860762064102101,0.0,4.474772852702813e-06,0.008970273090746106,0.03262752803637348,0.017372471963626526,0.0410297269092539,0.0499955252271473,0.05065316292653043,0.10368790189266981,0.1345590211599948,48.40905782405272,61.26422306042994,0.1555780476546301,0.1750203174783287,0.5890960469377542,0.5890960469377542
outside_class,2026090700,0.65,1.4,0.3753591385675447,0.6047444125547771,-0.28195367292746637,2036090700,class_horizon,0.2,,2000,20.0,129,1,96,32,1871,373,442,1181,1903,381,8,0,6007,0.0645,18.71,0.23623730625334047,0.1993586317477285,26,0.26,0.09308343618996556,0.04354062035194485,0.0006840992529519863,0.010428185839298264,0.048379553004382125,0.0016204469956178774,0.03957181416070174,0.049315900747048017,0.009570392332968374,0.17697390729361212,0.2757403549480956,53.01159155673644,80.74652602292531,0.16280600657951236,0.2009309906695895,1.6695522846252857,1.6695522846252857
outside_class,2026090700,0.65,1.4,0.3753591385675447,0.6047444125547771,-0.28195367292746637,2036090700,empirical_horizon,0.10000000000000009,,2000,20.0,94,1,55,38,1906,820,885,1539,1944,839,19,0,6007,0.047,19.06,0.46432318992654775,0.4302203567681007,48,0.48,0.16524040112439853,0.11583568324847258,0.0005539036213644266,0.01572510882750092,0.048379553004382125,0.0016204469956178774,0.034274891172499086,0.049446096378635576,0.019140784665936734,0.26696129166520366,0.5514807098961908,130.92715359973593,196.45222473085215,0.2558585093364455,0.31341045350374974,2.948328618867059,2.948328618867059
outside_class,2026090700,0.65,1.4,0.3753591385675447,0.6047444125547771,-0.28195367292746637,2036090700,fixed_streak,0.2,18,2000,20.0,123,1,87,35,1877,431,491,1195,1912,439,8,0,6007,0.0615,18.77,0.2615876398508258,0.229621736814065,18,0.18,0.11629791536582929,0.04755961604597726,4.032646897522696e-05,0.0106749530196703,0.048379553004382125,0.0016204469956178774,0.0393250469803297,0.049959673531024776,0.009570392332968374,0.18217541483546237,0.2756263849135717,52.83553524502957,80.79128350179934,0.16253543497500716,0.20098667058016478,1.8144840936564743,1.8144840936564743
outside_class,2026090701,0.9,1.4,3.0579982324553643,-0.8968572185330184,-0.08891558576146723,2036090701,class_horizon,0.2,,2000,20.0,167,1,128,38,1833,333,417,1119,1871,340,7,1,6008,0.0835,18.330000000000002,0.22749590834697217,0.18166939443535188,18,0.18,0.09224490998699814,0.04319108355116001,0.0,0.009749034734186163,0.01844898199739964,0.031551018002600364,0.040250965265813836,0.05,0.10923805088048744,0.13901386277136632,0.1986106065102077,53.5058482651408,73.66682958063932,0.16356321142778532,0.19192033448886978,1.0859221490598556,1.0859221490598556
outside_class,2026090701,0.9,1.4,3.0579982324553643,-0.8968572185330184,-0.08891558576146723,2036090701,empirical_horizon,0.10000000000000009,,2000,20.0,116,1,77,38,1884,822,902,1491,1922,833,11,1,6008,0.058,18.84,0.47876857749469215,0.43630573248407645,38,0.38,0.17025081825317162,0.12088927162012364,0.0,0.015453962068190023,0.03405016365063429,0.015949836349365712,0.03454603793180998,0.05,0.09746427671467356,0.2084395823691792,0.3972212130204151,139.92400501792082,190.14907735894332,0.2645033128506341,0.308341594144338,1.9361848884425061,1.9361848884425061
outside_class,2026090701,0.9,1.4,3.0579982324553643,-0.8968572185330184,-0.08891558576146723,2036090701,fixed_streak,0.2,18,2000,20.0,126,1,89,36,1874,732,808,1162,1910,741,9,1,6008,0.063,18.740000000000002,0.4311632870864461,0.39060832443970117,18,0.18,0.15599005531916038,0.06257981512413602,0.0,0.013680313157557328,0.031198011063832076,0.018801988936167927,0.036319686842442675,0.05,0.05589014826808459,0.12189789876765895,0.1986106065102077,107.68295308325335,143.8614445041964,0.23203766190346486,0.268199034771004,1.7666874538309025,1.7666874538309025
outside_class,2026090702,1.25,1.4,2.8198091015751867,-1.1858410784637743,-0.4677534727599803,2036090702,class_horizon,0.2,,2000,20.0,216,1,174,41,1784,315,431,1078,1825,323,8,1,6008,0.108,17.84,0.24159192825112108,0.1765695067264574,13,0.13,0.08945563041851423,0.042325071813386864,0.0,0.009824021738984575,0.017891126083702857,0.032108873916297145,0.040175978261015426,0.05,0.08574415787254752,0.10630434348755821,0.14494318094226782,53.50414693053748,70.1597259232961,0.16356061098341723,0.1872961904621876,0.7260823197695669,0.7260823197695669
outside_class,2026090702,1.25,1.4,2.8198091015751867,-1.1858410784637743,-0.4677534727599803,2036090702,empirical_horizon,0.10000000000000009,,2000,20.0,144,1,102,41,1856,808,914,1481,1897,828,20,1,6008,0.072,18.56,0.49245689655172414,0.4353448275862069,27,0.27,0.17249255859169976,0.12329613997585523,0.0,0.01583844137191188,0.03449851171833995,0.01550148828166005,0.034161558628088125,0.05,0.08752092794036172,0.16268915247312576,0.2898863618845354,140.45883422917333,182.6973849019776,0.2650083340474157,0.30223946210081304,1.2634821710551776,1.2634821710551776
outside_class,2026090702,1.25,1.4,2.8198091015751867,-1.1858410784637743,-0.4677534727599803,2036090702,fixed_streak,0.2,18,2000,20.0,128,1,85,42,1872,992,1079,1142,1914,1012,20,1,6008,0.064,18.72,0.5763888888888888,0.5299145299145299,18,0.18,0.20801824640656535,0.08352121913660795,0.0,0.018319691420952217,0.041603649281313056,0.008396350718686947,0.031680308579047786,0.05,0.01836964750689702,0.07473144288651551,0.14494318094226782,197.08637432933938,250.6353354561508,0.31391589186383934,0.35400235554029214,1.6567044702239437,1.6567044702239437
outside_class,2026090703,1.55,1.4,3.208443530305668,-1.5465377839054035,0.12251218769636504,2036090703,class_horizon,0.2,,2000,20.0,259,1,220,38,1741,304,452,1066,1779,315,11,1,6007,0.1295,17.41,0.25962090752441125,0.1746122917863297,10,0.1,0.08806034455764217,0.039552118811509315,0.0,0.010151717055053697,0.017612068911528445,0.03238793108847156,0.03984828294494631,0.05,0.07086468813945539,0.08768891447048151,0.1158143168117816,52.8127006363495,76.4473239372464,0.16250030867101375,0.19550872606772107,0.58876676485954,0.58876676485954
outside_class,2026090703,1.55,1.4,3.208443530305668,-1.5465377839054035,0.12251218769636504,2036090703,empirical_horizon,0.10000000000000009,,2000,20.0,172,1,132,39,1828,824,953,1471,1867,841,17,1,6007,0.086,18.28,0.5213347921225383,0.45076586433260396,22,0.22,0.167018568854141,0.118665906872859,0.0,0.016334995706181004,0.03340371377082818,0.016596286229171822,0.033665004293819,0.05,0.07511612472554845,0.13734302886120875,0.23056177280551288,140.0098744647663,201.492370374929,0.2645844614341197,0.317405395649577,1.02111722415402,1.02111722415402
outside_class,2026090703,1.55,1.4,3.208443530305668,-1.5465377839054035,0.12251218769636504,2036090703,fixed_streak,0.2,18,2000,20.0,128,1,88,39,1872,1168,1252,1143,1911,1192,24,3,6007,0.064,18.72,0.6688034188034188,0.6239316239316239,18,0.18,0.2754467845118041,0.11178848547180928,0.0,0.02226747000270812,0.04949466338061259,0.0005053366193874115,0.027732529997291883,0.05,0.0008410204977185091,0.056703419268822344,0.11528088640275654,289.60826076628035,406.4142825078278,0.38053137897306205,0.4507850277614751,1.6887164263154337,1.6887164263154337
outside_class,2026090704,0.65,1.4,5.760566931021964,0.5632348716941742,0.383892004384965,2036090704,class_horizon,0.2,,2000,20.0,133,1,84,48,1867,305,367,1114,1915,318,13,0,6008,0.0665,18.67,0.19657204070701662,0.16336368505623997,25,0.25,0.09231447589735971,0.04235357750968587,0.0002631959790062588,0.00951755282819741,0.0450587897355339,0.004941210264466103,0.04048244717180259,0.049736804020993744,0.02952683262678492,0.18165567896309107,0.2699217463251278,49.807797957898515,61.943528979461334,0.1578096922845655,0.17598796688901963,1.4791181071719433,1.4791181071719433
outside_class,2026090704,0.65,1.4,5.760566931021964,0.5632348716941742,0.383892004384965,2036090704,empirical_horizon,0.10000000000000009,,2000,20.0,96,1,45,50,1904,722,786,1490,1954,750,28,0,6008,0.048,19.04,0.41281512605042014,0.3792016806722689,49,0.49,0.15801053398109943,0.10870191273601781,0.00017252063500894366,0.0143603208333168,0.0450587897355339,0.004941210264466103,0.0356396791666832,0.04982747936499106,0.05905366525356979,0.2877734437752828,0.5098820581460015,116.96481022716249,144.26120446970413,0.2418313567624787,0.26857140993570416,2.5266470853878014,2.5266470853878014
outside_class,2026090704,0.65,1.4,5.760566931021964,0.5632348716941742,0.383892004384965,2036090704,fixed_streak,0.2,18,2000,20.0,130,1,79,50,1870,379,437,1104,1920,395,16,0,6008,0.065,18.7,0.23368983957219253,0.20267379679144384,18,0.18,0.10977921143317328,0.04476063991133984,0.00010721867332130763,0.009745981367994799,0.0450587897355339,0.004941210264466103,0.0402540186320052,0.049892781326678695,0.02952683262678492,0.18564806889884272,0.28835142123232427,53.59362498597855,65.69592231080057,0.16369731974894786,0.18124006498398826,1.611008841197086,1.611008841197086
outside_class,2026090705,0.9,1.4,1.4968355168238254,0.0665040584912639,-1.061983095103621,2036090705,class_horizon,0.2,,2000,20.0,174,1,128,45,1826,339,429,1137,1871,345,6,0,6007,0.087,18.26,0.23493975903614459,0.18565169769989048,18,0.18,0.0925811373003507,0.04269816989895354,0.00020533669054279002,0.009511825395389304,0.018516227460070124,0.03148377253992988,0.0404881746046107,0.04979466330945721,0.10670122928820219,0.14030116205166368,0.21165128335029906,53.35872410690316,76.55239400321686,0.16333818308482428,0.19564303463606475,1.0887093375333259,1.0887093375333259
outside_class,2026090705,0.9,1.4,1.4968355168238254,0.0665040584912639,-1.061983095103621,2036090705,empirical_horizon,0.10000000000000009,,2000,20.0,122,1,75,46,1878,816,897,1517,1924,830,14,0,6007,0.061,18.78,0.4776357827476038,0.43450479233226835,36,0.36,0.18040484759031647,0.13053115829662326,0.00033904135541518166,0.01501587681794847,0.03608096951806328,0.013919030481936726,0.03498412318205153,0.04966095864458482,0.09086569133081634,0.21484982537493427,0.42330256670059785,139.20226581087783,202.449465357437,0.26382026629021305,0.3181583452916464,1.9533001434716033,1.9533001434716033
outside_class,2026090705,0.9,1.4,1.4968355168238254,0.0665040584912639,-1.061983095103621,2036090705,fixed_streak,0.2,18,2000,20.0,127,1,84,42,1873,746,824,1168,1915,761,15,0,6007,0.0635,18.73,0.4399359316604378,0.39829151094500803,18,0.18,0.15646724575678983,0.06488733192209366,7.852194624313746e-05,0.013890642023775771,0.0312934491513579,0.018706550848642103,0.036109357976224235,0.049921478053756865,0.052621390913468784,0.12321211307824327,0.21165128335029906,105.78054689892505,154.37761029880087,0.22997885435287854,0.27782873348413845,1.798274760614521,1.798274760614521
outside_class,2026090706,1.25,1.4,2.2462602771293354,-0.7815743233890461,-1.1542522288592458,2036090706,class_horizon,0.2,,2000,20.0,212,1,180,31,1788,308,422,1061,1819,315,7,1,6008,0.106,17.88,0.2360178970917226,0.17225950782997762,12,0.12,0.08374908112441898,0.03411754519296255,0.0,0.009923656316013225,0.016749816224883807,0.033250183775116196,0.04007634368398678,0.05,0.0865651605244015,0.10582348956094363,0.15718667875155665,54.64958342432816,67.34599031730416,0.16530212252770404,0.18350203039381358,0.7176556854492674,0.7176556854492674
outside_class,2026090706,1.25,1.4,2.2462602771293354,-0.7815743233890461,-1.1542522288592458,2036090706,empirical_horizon,0.10000000000000009,,2000,20.0,139,1,106,32,1861,786,887,1458,1893,802,16,1,6008,0.0695,18.61,0.47662547017732404,0.42235357334766255,26,0.26,0.15510310972804564,0.10520477655472613,0.0,0.01608556199980703,0.031020621945609173,0.01897937805439083,0.033914438000192976,0.05,0.10359744144965817,0.16104314663864108,0.314373357503113,139.21008808208876,172.07522629708217,0.2638276786863812,0.2933216888478264,1.2358903296430872,1.2358903296430872
outside_class,2026090706,1.25,1.4,2.2462602771293354,-0.7815743233890461,-1.1542522288592458,2036090706,fixed_streak,0.2,18,2000,20.0,123,1,88,34,1877,966,1050,1136,1911,983,17,1,6008,0.0615,18.77,0.5594033031433138,0.5146510388918487,18,0.18,0.2169270535376564,0.0868635514751894,0.0,0.01886900228388609,0.043385410707531324,0.006614589292468678,0.031130997716113912,0.05,0.01404901779293328,0.07441845664907006,0.15718667875155665,206.83653645711456,251.22339871837457,0.3215871083059103,0.35441740837490937,1.6586501227349937,1.6586501227349937
outside_class,2026090707,1.55,1.4,5.694507603663318,1.289097221344047,1.0183416398695873,2036090707,class_horizon,0.2,,2000,20.0,259,1,221,37,1741,286,424,1030,1778,289,3,1,6008,0.1295,17.41,0.24353819643882826,0.16427340608845492,11,0.11,0.08859942564435774,0.041356618335222084,0.0,0.009797826231930328,0.01771988512887157,0.03228011487112843,0.04020217376806967,0.05,0.07424154396388621,0.08809341820667295,0.12064361167595909,53.15090930812919,66.50603567565872,0.1630197983499691,0.18235410013989092,0.5579197362080808,0.5579197362080808
outside_class,2026090707,1.55,1.4,5.694507603663318,1.289097221344047,1.0183416398695873,2036090707,empirical_horizon,0.10000000000000009,,2000,20.0,168,1,126,41,1832,789,914,1456,1873,809,20,1,6008,0.084,18.32,0.49890829694323147,0.4306768558951965,23,0.23,0.17104155670856713,0.12141937070410004,0.0,0.016018607255087053,0.03420831134171343,0.015791688658286576,0.03398139274491295,0.05,0.06812268003523773,0.13342620213479472,0.241287223351918,137.63425649434078,171.65887735086469,0.2623301893552673,0.2929666169983064,0.9549961872243544,0.9549961872243544
outside_class,2026090707,1.55,1.4,5.694507603663318,1.289097221344047,1.0183416398695873,2036090707,fixed_streak,0.2,18,2000,20.0,129,1,86,42,1871,1100,1189,1111,1913,1128,28,2,6008,0.0645,18.71,0.635489043292357,0.5879208979155531,18,0.18,0.26210865812002737,0.10676296757851722,0.0,0.021721485077706163,0.04948208348769578,0.0005179165123042201,0.02827851492229384,0.05,0.00095422610784591,0.05499408530213379,0.12064361167595909,300.3304913921455,365.2782815781643,0.38751160717593064,0.4273630082132544,1.5904577711835217,1.5904577711835217
