replicate,step,q_before,trust_before,cooldown_before,risk_probability,acceptance_probability,A,Y,Z,used_surrogate,detected_failure,N,V,D,log_M,capped_bound
0,874,0.6140000000000001,0.10200000000000001,7,0.7640000000000001,0.05,0,1,0,0,0,194,135,17,-4.858907327199748,194.0
1,874,0.576000000000001,0.2160000000000001,0,0.726000000000001,0.2160000000000001,1,0,0,1,0,268,210,14,1.067531293546379,247.59167748982813
2,874,0.5220000000000005,0.13600000000000004,0,0.6720000000000005,0.13600000000000004,0,1,0,0,0,180,125,17,-5.371840271075253,180.0
3,874,0.8,0.41100000000000025,0,0.95,0.41100000000000025,1,1,0,1,0,230,174,12,0.6072670567144502,220.56486282189837
0,875,0.6180000000000001,0.10400000000000001,6,0.7680000000000001,0.05,0,1,0,0,0,194,135,17,-4.858907327199748,194.0
1,875,0.586000000000001,0.2180000000000001,0,0.736000000000001,0.2180000000000001,0,1,0,0,0,268,210,14,1.067531293546379,247.59167748982813
2,875,0.5260000000000005,0.13800000000000004,0,0.6760000000000005,0.13800000000000004,1,1,0,1,0,181,126,17,-5.3205469766877025,181.0
3,875,0.8,0.41300000000000026,0,0.95,0.41300000000000026,1,0,0,1,0,231,174,12,0.6072670567144502,220.56486282189837
0,876,0.6220000000000001,0.10600000000000001,5,0.7720000000000001,0.05,0,1,0,0,0,194,135,17,-4.858907327199748,194.0
1,876,0.590000000000001,0.2200000000000001,0,0.740000000000001,0.2200000000000001,0,1,0,0,0,268,210,14,1.067531293546379,247.59167748982813
2,876,0.5360000000000005,0.14000000000000004,0,0.6860000000000005,0.14000000000000004,0,1,0,0,0,181,126,17,-5.3205469766877025,181.0
3,876,0.8,0.41500000000000026,0,0.95,0.41500000000000026,0,1,0,0,0,231,174,12,0.6072670567144502,220.56486282189837
0,877,0.6260000000000001,0.10800000000000001,4,0.7760000000000001,0.05,0,1,0,0,0,194,135,17,-4.858907327199748,194.0
1,877,0.594000000000001,0.22200000000000011,0,0.744000000000001,0.22200000000000011,0,1,0,0,0,268,210,14,1.067531293546379,247.59167748982813
2,877,0.5400000000000005,0.14200000000000004,0,0.6900000000000005,0.14200000000000004,0,0,0,0,0,181,126,17,-5.3205469766877025,181.0
3,877,0.8,0.41700000000000026,0,0.95,0.41700000000000026,1,1,0,1,0,232,175,12,0.6585603511020004,220.56486282189837
0,878,0.6300000000000001,0.11000000000000001,3,0.7800000000000001,0.05,0,0,0,0,0,194,135,17,-4.858907327199748,194.0
1,878,0.598000000000001,0.22400000000000012,0,0.748000000000001,0.22400000000000012,0,1,0,0,0,268,210,14,1.067531293546379,247.59167748982813
2,878,0.5440000000000005,0.14400000000000004,0,0.6940000000000005,0.14400000000000004,1,0,0,1,0,182,126,17,-5.3205469766877025,182.0
3,878,0.8,0.41900000000000026,0,0.95,0.41900000000000026,1,1,0,1,0,233,176,12,0.7098536454895505,220.56486282189837
0,879,0.6340000000000001,0.11200000000000002,2,0.7840000000000001,0.05,1,1,1,1,1,195,136,18,-5.500761213372142,195.0
1,879,0.602000000000001,0.22600000000000012,0,0.752000000000001,0.22600000000000012,0,1,0,0,0,268,210,14,1.067531293546379,247.59167748982813
2,879,0.5540000000000005,0.14600000000000005,0,0.7040000000000005,0.14600000000000005,0,0,0,0,0,182,126,17,-5.3205469766877025,182.0
3,879,0.8,0.42100000000000026,0,0.95,0.42100000000000026,0,1,1,0,0,233,176,12,0.7098536454895505,220.56486282189837
0,880,0.4440000000000001,0.1,8,0.5940000000000001,0.05,0,0,0,0,0,195,136,18,-5.500761213372142,195.0
1,880,0.606000000000001,0.22800000000000012,0,0.756000000000001,0.22800000000000012,0,1,0,0,0,268,210,14,1.067531293546379,247.59167748982813
2,880,0.5580000000000005,0.14800000000000005,0,0.7080000000000005,0.14800000000000005,0,0,0,0,0,182,126,17,-5.3205469766877025,182.0
3,880,0.8,0.42300000000000026,0,0.95,0.42300000000000026,0,1,0,0,0,233,176,12,0.7098536454895505,220.56486282189837
0,881,0.4480000000000001,0.10200000000000001,7,0.5980000000000001,0.05,0,1,1,0,0,195,136,18,-5.500761213372142,195.0
1,881,0.610000000000001,0.23000000000000012,0,0.760000000000001,0.23000000000000012,0,1,0,0,0,268,210,14,1.067531293546379,247.59167748982813
2,881,0.5620000000000005,0.15000000000000005,0,0.7120000000000005,0.15000000000000005,1,1,0,1,0,183,127,17,-5.2692536823001515,183.0
3,881,0.8,0.42500000000000027,0,0.95,0.42500000000000027,1,1,0,1,0,234,177,12,0.7611469398771025,220.56486282189837
0,882,0.4520000000000001,0.10400000000000001,6,0.6020000000000001,0.05,0,1,0,0,0,195,136,18,-5.500761213372142,195.0
1,882,0.614000000000001,0.23200000000000012,0,0.764000000000001,0.23200000000000012,0,1,0,0,0,268,210,14,1.067531293546379,247.59167748982813
2,882,0.5720000000000005,0.15200000000000005,0,0.7220000000000005,0.15200000000000005,0,1,0,0,0,183,127,17,-5.2692536823001515,183.0
3,882,0.8,0.42700000000000027,0,0.95,0.42700000000000027,1,1,0,1,0,235,178,12,0.8124402342646526,220.56486282189837
0,883,0.4560000000000001,0.10600000000000001,5,0.6060000000000001,0.05,0,1,0,0,0,195,136,18,-5.500761213372142,195.0
1,883,0.618000000000001,0.23400000000000012,0,0.768000000000001,0.23400000000000012,1,1,0,1,0,269,211,14,1.1188245879339291,247.59167748982813
2,883,0.5760000000000005,0.15400000000000005,0,0.7260000000000005,0.15400000000000005,0,1,1,0,0,183,127,17,-5.2692536823001515,183.0
3,883,0.8,0.42900000000000027,0,0.95,0.42900000000000027,0,1,0,0,0,235,178,12,0.8124402342646526,220.56486282189837
0,884,0.46000000000000013,0.10800000000000001,4,0.6100000000000001,0.05,0,0,0,0,0,195,136,18,-5.500761213372142,195.0
1,884,0.628000000000001,0.23600000000000013,0,0.778000000000001,0.23600000000000013,0,1,0,0,0,269,211,14,1.1188245879339291,247.59167748982813
2,884,0.5800000000000005,0.15600000000000006,0,0.7300000000000005,0.15600000000000006,0,1,0,0,0,183,127,17,-5.2692536823001515,183.0
3,884,0.8,0.43100000000000027,0,0.95,0.43100000000000027,1,1,0,1,0,236,179,12,0.8637335286522028,220.56486282189837
0,885,0.46400000000000013,0.11000000000000001,3,0.6140000000000001,0.05,0,1,0,0,0,195,136,18,-5.500761213372142,195.0
1,885,0.632000000000001,0.23800000000000013,0,0.782000000000001,0.23800000000000013,1,1,0,1,0,270,212,14,1.1701178823214793,247.59167748982813
2,885,0.5840000000000005,0.15800000000000006,0,0.7340000000000005,0.15800000000000006,0,1,0,0,0,183,127,17,-5.2692536823001515,183.0
3,885,0.8,0.4330000000000003,0,0.95,0.4330000000000003,0,1,0,0,0,236,179,12,0.8637335286522028,220.56486282189837
0,886,0.46800000000000014,0.11200000000000002,2,0.6180000000000001,0.05,0,1,0,0,0,195,136,18,-5.500761213372142,195.0
1,886,0.642000000000001,0.24000000000000013,0,0.792000000000001,0.24000000000000013,0,1,0,0,0,270,212,14,1.1701178823214793,247.59167748982813
2,886,0.5880000000000005,0.16000000000000006,0,0.7380000000000005,0.16000000000000006,0,1,1,0,0,183,127,17,-5.2692536823001515,183.0
3,886,0.8,0.4350000000000003,0,0.95,0.4350000000000003,1,0,0,1,0,237,179,12,0.8637335286522028,220.56486282189837
0,887,0.47200000000000014,0.11400000000000002,1,0.6220000000000001,0.05,0,1,0,0,0,195,136,18,-5.500761213372142,195.0
1,887,0.646000000000001,0.24200000000000013,0,0.796000000000001,0.24200000000000013,1,1,0,1,0,271,213,14,1.2214111767090312,247.59167748982813
2,887,0.5920000000000005,0.16200000000000006,0,0.7420000000000005,0.16200000000000006,0,0,0,0,0,183,127,17,-5.2692536823001515,183.0
3,887,0.8,0.4370000000000003,0,0.95,0.4370000000000003,0,1,0,0,0,237,179,12,0.8637335286522028,220.56486282189837
0,888,0.47600000000000015,0.11600000000000002,0,0.6260000000000001,0.11600000000000002,0,0,0,0,0,195,136,18,-5.500761213372142,195.0
1,888,0.656000000000001,0.24400000000000013,0,0.806000000000001,0.24400000000000013,1,1,0,1,0,272,214,14,1.2727044710965814,247.59167748982813
2,888,0.5960000000000005,0.16400000000000006,0,0.7460000000000006,0.16400000000000006,0,1,0,0,0,183,127,17,-5.2692536823001515,183.0
3,888,0.8,0.4390000000000003,0,0.95,0.4390000000000003,0,1,0,0,0,237,179,12,0.8637335286522028,220.56486282189837
0,889,0.48000000000000015,0.11800000000000002,0,0.6300000000000001,0.11800000000000002,0,1,0,0,0,195,136,18,-5.500761213372142,195.0
1,889,0.666000000000001,0.24600000000000014,0,0.8160000000000011,0.24600000000000014,0,0,0,0,0,272,214,14,1.2727044710965814,247.59167748982813
2,889,0.6000000000000005,0.16600000000000006,0,0.7500000000000006,0.16600000000000006,0,1,0,0,0,183,127,17,-5.2692536823001515,183.0
3,889,0.8,0.4410000000000003,0,0.95,0.4410000000000003,0,1,0,0,0,237,179,12,0.8637335286522028,220.56486282189837
0,890,0.48400000000000015,0.12000000000000002,0,0.6340000000000001,0.12000000000000002,0,1,1,0,0,195,136,18,-5.500761213372142,195.0
1,890,0.670000000000001,0.24800000000000014,0,0.8200000000000011,0.24800000000000014,1,1,0,1,0,273,215,14,1.3239977654841315,247.59167748982813
2,890,0.6040000000000005,0.16800000000000007,0,0.7540000000000006,0.16800000000000007,1,1,0,1,0,184,128,17,-5.217960387912601,184.0
3,890,0.8,0.4430000000000003,0,0.95,0.4430000000000003,1,1,0,1,0,238,180,12,0.9150268230397529,220.56486282189837
0,891,0.48800000000000016,0.12200000000000003,0,0.6380000000000001,0.12200000000000003,0,1,0,0,0,195,136,18,-5.500761213372142,195.0
1,891,0.680000000000001,0.2500000000000001,0,0.8300000000000011,0.2500000000000001,0,1,0,0,0,273,215,14,1.3239977654841315,247.59167748982813
2,891,0.6140000000000005,0.17000000000000007,0,0.7640000000000006,0.17000000000000007,0,0,0,0,0,184,128,17,-5.217960387912601,184.0
3,891,0.8,0.4450000000000003,0,0.95,0.4450000000000003,1,1,0,1,0,239,181,12,0.9663201174273048,220.56486282189837
0,892,0.49200000000000016,0.12400000000000003,0,0.6420000000000001,0.12400000000000003,0,1,0,0,0,195,136,18,-5.500761213372142,195.0
1,892,0.684000000000001,0.2520000000000001,0,0.8340000000000011,0.2520000000000001,0,1,0,0,0,273,215,14,1.3239977654841315,247.59167748982813
2,892,0.6180000000000005,0.17200000000000007,0,0.7680000000000006,0.17200000000000007,0,1,0,0,0,184,128,17,-5.217960387912601,184.0
3,892,0.8,0.4470000000000003,0,0.95,0.4470000000000003,1,1,0,1,0,240,182,12,1.017613411814855,220.56486282189837
0,893,0.49600000000000016,0.12600000000000003,0,0.6460000000000001,0.12600000000000003,0,0,0,0,0,195,136,18,-5.500761213372142,195.0
1,893,0.688000000000001,0.2540000000000001,0,0.8380000000000011,0.2540000000000001,0,1,0,0,0,273,215,14,1.3239977654841315,247.59167748982813
2,893,0.6220000000000006,0.17400000000000007,0,0.7720000000000006,0.17400000000000007,0,1,0,0,0,184,128,17,-5.217960387912601,184.0
3,893,0.8,0.4490000000000003,0,0.95,0.4490000000000003,1,1,0,1,0,241,183,12,1.0689067062024051,220.56486282189837
0,894,0.5000000000000001,0.12800000000000003,0,0.6500000000000001,0.12800000000000003,0,0,0,0,0,195,136,18,-5.500761213372142,195.0
1,894,0.6920000000000011,0.2560000000000001,0,0.8420000000000011,0.2560000000000001,0,1,0,0,0,273,215,14,1.3239977654841315,247.59167748982813
2,894,0.6260000000000006,0.17600000000000007,0,0.7760000000000006,0.17600000000000007,0,1,0,0,0,184,128,17,-5.217960387912601,184.0
3,894,0.8,0.4510000000000003,0,0.95,0.4510000000000003,0,1,0,0,0,241,183,12,1.0689067062024051,220.56486282189837
0,895,0.5040000000000001,0.13000000000000003,0,0.6540000000000001,0.13000000000000003,1,1,0,1,0,196,137,18,-5.449467918984592,196.0
1,895,0.6960000000000011,0.2580000000000001,0,0.8460000000000011,0.2580000000000001,0,0,0,0,0,273,215,14,1.3239977654841315,247.59167748982813
2,895,0.6300000000000006,0.17800000000000007,0,0.7800000000000006,0.17800000000000007,1,0,0,1,0,185,128,17,-5.217960387912601,185.0
3,895,0.8,0.4530000000000003,0,0.95,0.4530000000000003,1,1,0,1,0,242,184,12,1.1202000005899553,220.56486282189837
0,896,0.5140000000000001,0.13200000000000003,0,0.6640000000000001,0.13200000000000003,0,0,1,0,0,196,137,18,-5.449467918984592,196.0
1,896,0.7000000000000011,0.2600000000000001,0,0.8500000000000011,0.2600000000000001,0,1,1,0,0,273,215,14,1.3239977654841315,247.59167748982813
2,896,0.6400000000000006,0.18000000000000008,0,0.7900000000000006,0.18000000000000008,0,1,0,0,0,185,128,17,-5.217960387912601,185.0
3,896,0.8,0.4550000000000003,0,0.95,0.4550000000000003,0,1,0,0,0,242,184,12,1.1202000005899553,220.56486282189837
0,897,0.5180000000000001,0.13400000000000004,0,0.5180000000000001,0.13400000000000004,0,1,0,0,0,196,137,18,-5.449467918984592,196.0
1,897,0.7040000000000011,0.2620000000000001,0,0.7040000000000011,0.2620000000000001,0,1,0,0,0,273,215,14,1.3239977654841315,247.59167748982813
2,897,0.6440000000000006,0.18200000000000008,0,0.6440000000000006,0.18200000000000008,0,0,0,0,0,185,128,17,-5.217960387912601,185.0
3,897,0.8,0.4570000000000003,0,0.8,0.4570000000000003,1,1,0,1,0,243,185,12,1.1714932949775054,220.56486282189837
0,898,0.5220000000000001,0.13600000000000004,0,0.5220000000000001,0.13600000000000004,0,1,0,0,0,196,137,18,-5.449467918984592,196.0
1,898,0.7080000000000011,0.2640000000000001,0,0.7080000000000011,0.2640000000000001,1,0,0,1,0,274,215,14,1.3239977654841315,247.59167748982813
2,898,0.6480000000000006,0.18400000000000008,0,0.6480000000000006,0.18400000000000008,0,1,0,0,0,185,128,17,-5.217960387912601,185.0
3,898,0.8,0.4590000000000003,0,0.8,0.4590000000000003,0,0,0,0,0,243,185,12,1.1714932949775054,220.56486282189837
0,899,0.5260000000000001,0.13800000000000004,0,0.5260000000000001,0.13800000000000004,0,1,0,0,0,196,137,18,-5.449467918984592,196.0
1,899,0.7180000000000011,0.2660000000000001,0,0.7180000000000011,0.2660000000000001,0,0,1,0,0,274,215,14,1.3239977654841315,247.59167748982813
2,899,0.6520000000000006,0.18600000000000008,0,0.6520000000000006,0.18600000000000008,0,1,0,0,0,185,128,17,-5.217960387912601,185.0
3,899,0.8,0.4610000000000003,0,0.8,0.4610000000000003,1,0,0,1,0,244,185,12,1.1714932949775054,220.56486282189837
0,900,0.5300000000000001,0.14000000000000004,0,0.5300000000000001,0.14000000000000004,0,1,0,0,0,196,137,18,-5.449467918984592,196.0
1,900,0.7220000000000011,0.2680000000000001,0,0.7220000000000011,0.2680000000000001,1,1,0,1,0,275,216,14,1.3752910598716817,247.59167748982813
2,900,0.6560000000000006,0.18800000000000008,0,0.6560000000000006,0.18800000000000008,1,1,0,1,0,186,129,17,-5.166667093525051,186.0
3,900,0.8,0.4630000000000003,0,0.8,0.4630000000000003,1,1,0,1,0,245,186,12,1.2227865893650574,220.56486282189837
0,901,0.5340000000000001,0.14200000000000004,0,0.5340000000000001,0.14200000000000004,0,1,0,0,0,196,137,18,-5.449467918984592,196.0
1,901,0.7320000000000011,0.27000000000000013,0,0.7320000000000011,0.27000000000000013,0,1,1,0,0,275,216,14,1.3752910598716817,247.59167748982813
2,901,0.6660000000000006,0.19000000000000009,0,0.6660000000000006,0.19000000000000009,0,1,0,0,0,186,129,17,-5.166667093525051,186.0
3,901,0.8,0.4650000000000003,0,0.8,0.4650000000000003,1,1,0,1,0,246,187,12,1.2740798837526075,220.56486282189837
0,902,0.5380000000000001,0.14400000000000004,0,0.5380000000000001,0.14400000000000004,0,0,0,0,0,196,137,18,-5.449467918984592,196.0
1,902,0.7360000000000011,0.27200000000000013,0,0.7360000000000011,0.27200000000000013,1,1,0,1,0,276,217,14,1.4265843542592318,247.59167748982813
2,902,0.6700000000000006,0.1920000000000001,0,0.6700000000000006,0.1920000000000001,0,0,0,0,0,186,129,17,-5.166667093525051,186.0
3,902,0.8,0.4670000000000003,0,0.8,0.4670000000000003,0,1,0,0,0,246,187,12,1.2740798837526075,220.56486282189837
0,903,0.5420000000000001,0.14600000000000005,0,0.5420000000000001,0.14600000000000005,0,1,0,0,0,196,137,18,-5.449467918984592,196.0
1,903,0.7460000000000011,0.27400000000000013,0,0.7460000000000011,0.27400000000000013,0,1,0,0,0,276,217,14,1.4265843542592318,247.59167748982813
2,903,0.6740000000000006,0.1940000000000001,0,0.6740000000000006,0.1940000000000001,0,0,0,0,0,186,129,17,-5.166667093525051,186.0
3,903,0.8,0.4690000000000003,0,0.8,0.4690000000000003,0,1,0,0,0,246,187,12,1.2740798837526075,220.56486282189837
0,904,0.5460000000000002,0.14800000000000005,0,0.5460000000000002,0.14800000000000005,0,0,0,0,0,196,137,18,-5.449467918984592,196.0
1,904,0.7500000000000011,0.27600000000000013,0,0.7500000000000011,0.27600000000000013,0,1,0,0,0,276,217,14,1.4265843542592318,247.59167748982813
2,904,0.6780000000000006,0.1960000000000001,0,0.6780000000000006,0.1960000000000001,1,1,0,1,0,187,130,17,-5.1153737991375,187.0
3,904,0.8,0.4710000000000003,0,0.8,0.4710000000000003,1,0,0,1,0,247,187,12,1.2740798837526075,220.56486282189837
0,905,0.5500000000000002,0.15000000000000005,0,0.5500000000000002,0.15000000000000005,0,0,0,0,0,196,137,18,-5.449467918984592,196.0
1,905,0.7540000000000011,0.27800000000000014,0,0.7540000000000011,0.27800000000000014,0,1,0,0,0,276,217,14,1.4265843542592318,247.59167748982813
2,905,0.6880000000000006,0.1980000000000001,0,0.6880000000000006,0.1980000000000001,0,1,0,0,0,187,130,17,-5.1153737991375,187.0
3,905,0.8,0.4730000000000003,0,0.8,0.4730000000000003,1,1,0,1,0,248,188,12,1.3253731781401576,220.56486282189837
0,906,0.5540000000000002,0.15200000000000005,0,0.5540000000000002,0.15200000000000005,0,1,0,0,0,196,137,18,-5.449467918984592,196.0
1,906,0.7580000000000011,0.28000000000000014,0,0.7580000000000011,0.28000000000000014,1,1,0,1,0,277,218,14,1.4778776486467837,247.59167748982813
2,906,0.6920000000000006,0.2000000000000001,0,0.6920000000000006,0.2000000000000001,1,1,0,1,0,188,131,17,-5.06408050474995,188.0
3,906,0.8,0.4750000000000003,0,0.8,0.4750000000000003,0,1,0,0,0,248,188,12,1.3253731781401576,220.56486282189837
0,907,0.5580000000000002,0.15400000000000005,0,0.5580000000000002,0.15400000000000005,0,0,0,0,0,196,137,18,-5.449467918984592,196.0
1,907,0.7680000000000011,0.28200000000000014,0,0.7680000000000011,0.28200000000000014,1,1,0,1,0,278,219,14,1.5291709430343339,247.59167748982813
2,907,0.7020000000000006,0.2020000000000001,0,0.7020000000000006,0.2020000000000001,1,1,1,1,1,189,132,18,-5.705934390922344,189.0
3,907,0.8,0.4770000000000003,0,0.8,0.4770000000000003,1,0,1,1,0,249,188,12,1.3253731781401576,220.56486282189837
0,908,0.5620000000000002,0.15600000000000006,0,0.5620000000000002,0.15600000000000006,0,1,0,0,0,196,137,18,-5.449467918984592,196.0
1,908,0.7780000000000011,0.28400000000000014,0,0.7780000000000011,0.28400000000000014,0,1,0,0,0,278,219,14,1.5291709430343339,247.59167748982813
2,908,0.5120000000000007,0.1,8,0.5120000000000007,0.05,0,0,0,0,0,189,132,18,-5.705934390922344,189.0
3,908,0.8,0.5040000000000003,0,0.8,0.5040000000000003,0,1,0,0,0,249,188,12,1.3253731781401576,220.56486282189837
0,909,0.5660000000000002,0.15800000000000006,0,0.5660000000000002,0.15800000000000006,0,1,0,0,0,196,137,18,-5.449467918984592,196.0
1,909,0.7820000000000011,0.28600000000000014,0,0.7820000000000011,0.28600000000000014,1,0,0,1,0,279,219,14,1.5291709430343339,247.59167748982813
2,909,0.5160000000000007,0.10200000000000001,7,0.5160000000000007,0.05,0,1,0,0,0,189,132,18,-5.705934390922344,189.0
3,909,0.8,0.5060000000000003,0,0.8,0.5060000000000003,0,1,0,0,0,249,188,12,1.3253731781401576,220.56486282189837
0,910,0.5700000000000002,0.16000000000000006,0,0.5700000000000002,0.16000000000000006,0,0,0,0,0,196,137,18,-5.449467918984592,196.0
1,910,0.7920000000000011,0.28800000000000014,0,0.7920000000000011,0.28800000000000014,1,1,0,1,0,280,220,14,1.580464237421884,247.59167748982813
2,910,0.5200000000000007,0.10400000000000001,6,0.5200000000000007,0.05,0,1,0,0,0,189,132,18,-5.705934390922344,189.0
3,910,0.8,0.5080000000000003,0,0.8,0.5080000000000003,1,1,0,1,0,250,189,12,1.3766664725277078,220.56486282189837
0,911,0.5740000000000002,0.16200000000000006,0,0.5740000000000002,0.16200000000000006,0,1,0,0,0,196,137,18,-5.449467918984592,196.0
1,911,0.8,0.29000000000000015,0,0.8,0.29000000000000015,0,1,0,0,0,280,220,14,1.580464237421884,247.59167748982813
2,911,0.5240000000000007,0.10600000000000001,5,0.5240000000000007,0.05,0,0,1,0,0,189,132,18,-5.705934390922344,189.0
3,911,0.8,0.5100000000000003,0,0.8,0.5100000000000003,1,1,0,1,0,251,190,12,1.4279597669152597,220.56486282189837
0,912,0.5780000000000002,0.16400000000000006,0,0.5780000000000002,0.16400000000000006,1,0,0,1,0,197,137,18,-5.449467918984592,197.0
1,912,0.8,0.29200000000000015,0,0.8,0.29200000000000015,1,1,0,1,0,281,221,14,1.6317575318094342,247.59167748982813
2,912,0.5280000000000007,0.10800000000000001,4,0.5280000000000007,0.05,0,1,0,0,0,189,132,18,-5.705934390922344,189.0
3,912,0.8,0.5120000000000003,0,0.8,0.5120000000000003,1,0,0,1,0,252,190,12,1.4279597669152597,220.56486282189837
0,913,0.5880000000000002,0.16600000000000006,0,0.5880000000000002,0.16600000000000006,0,0,0,0,0,197,137,18,-5.449467918984592,197.0
1,913,0.8,0.29400000000000015,0,0.8,0.29400000000000015,0,1,0,0,0,281,221,14,1.6317575318094342,247.59167748982813
2,913,0.5320000000000007,0.11000000000000001,3,0.5320000000000007,0.05,0,0,0,0,0,189,132,18,-5.705934390922344,189.0
3,913,0.8,0.5140000000000003,0,0.8,0.5140000000000003,1,1,0,1,0,253,191,12,1.4792530613028099,220.56486282189837
0,914,0.5920000000000002,0.16800000000000007,0,0.5920000000000002,0.16800000000000007,0,0,0,0,0,197,137,18,-5.449467918984592,197.0
1,914,0.8,0.29600000000000015,0,0.8,0.29600000000000015,1,1,0,1,0,282,222,14,1.683050826196986,247.59167748982813
2,914,0.5360000000000007,0.11200000000000002,2,0.5360000000000007,0.05,0,0,0,0,0,189,132,18,-5.705934390922344,189.0
3,914,0.8,0.5160000000000003,0,0.8,0.5160000000000003,0,1,0,0,0,253,191,12,1.4792530613028099,220.56486282189837
0,915,0.5960000000000002,0.17000000000000007,0,0.5960000000000002,0.17000000000000007,0,0,0,0,0,197,137,18,-5.449467918984592,197.0
1,915,0.8,0.29800000000000015,0,0.8,0.29800000000000015,0,1,0,0,0,282,222,14,1.683050826196986,247.59167748982813
2,915,0.5400000000000007,0.11400000000000002,1,0.5400000000000007,0.05,0,1,0,0,0,189,132,18,-5.705934390922344,189.0
3,915,0.8,0.5180000000000003,0,0.8,0.5180000000000003,1,1,0,1,0,254,192,12,1.53054635569036,220.56486282189837
0,916,0.6000000000000002,0.17200000000000007,0,0.6000000000000002,0.17200000000000007,0,0,0,0,0,197,137,18,-5.449467918984592,197.0
1,916,0.8,0.30000000000000016,0,0.8,0.30000000000000016,1,0,0,1,0,283,222,14,1.683050826196986,247.59167748982813
2,916,0.5440000000000007,0.11600000000000002,0,0.5440000000000007,0.11600000000000002,0,1,0,0,0,189,132,18,-5.705934390922344,189.0
3,916,0.8,0.5200000000000004,0,0.8,0.5200000000000004,1,1,0,1,0,255,193,12,1.5818396500779102,220.56486282189837
0,917,0.6040000000000002,0.17400000000000007,0,0.6040000000000002,0.17400000000000007,0,1,0,0,0,197,137,18,-5.449467918984592,197.0
1,917,0.8,0.30200000000000016,0,0.8,0.30200000000000016,0,1,0,0,0,283,222,14,1.683050826196986,247.59167748982813
2,917,0.5480000000000007,0.11800000000000002,0,0.5480000000000007,0.11800000000000002,0,1,0,0,0,189,132,18,-5.705934390922344,189.0
3,917,0.8,0.5220000000000004,0,0.8,0.5220000000000004,1,0,0,1,0,256,193,12,1.5818396500779102,220.56486282189837
0,918,0.6080000000000002,0.17600000000000007,0,0.6080000000000002,0.17600000000000007,1,1,0,1,0,198,138,18,-5.398174624597042,198.0
1,918,0.8,0.30400000000000016,0,0.8,0.30400000000000016,1,1,0,1,0,284,223,14,1.7343441205845362,247.59167748982813
2,918,0.5520000000000007,0.12000000000000002,0,0.5520000000000007,0.12000000000000002,0,1,0,0,0,189,132,18,-5.705934390922344,189.0
3,918,0.8,0.5240000000000004,0,0.8,0.5240000000000004,0,1,1,0,0,256,193,12,1.5818396500779102,220.56486282189837
0,919,0.6180000000000002,0.17800000000000007,0,0.6180000000000002,0.17800000000000007,0,0,0,0,0,198,138,18,-5.398174624597042,198.0
1,919,0.8,0.30600000000000016,0,0.8,0.30600000000000016,1,1,0,1,0,285,224,14,1.7856374149720864,247.59167748982813
2,919,0.5560000000000007,0.12200000000000003,0,0.5560000000000007,0.12200000000000003,0,0,0,0,0,189,132,18,-5.705934390922344,189.0
3,919,0.8,0.5260000000000004,0,0.8,0.5260000000000004,1,1,0,1,0,257,194,12,1.6331329444654603,220.56486282189837
0,920,0.6220000000000002,0.18000000000000008,0,0.6220000000000002,0.18000000000000008,1,1,0,1,0,199,139,18,-5.346881330209491,199.0
1,920,0.8,0.30800000000000016,0,0.8,0.30800000000000016,1,1,0,1,0,286,225,14,1.8369307093596365,247.59167748982813
2,920,0.5600000000000007,0.12400000000000003,0,0.5600000000000007,0.12400000000000003,0,1,1,0,0,189,132,18,-5.705934390922344,189.0
3,920,0.8,0.5280000000000004,0,0.8,0.5280000000000004,0,0,0,0,0,257,194,12,1.6331329444654603,220.56486282189837
0,921,0.6320000000000002,0.18200000000000008,0,0.6320000000000002,0.18200000000000008,0,0,0,0,0,199,139,18,-5.346881330209491,199.0
1,921,0.8,0.31000000000000016,0,0.8,0.31000000000000016,0,1,0,0,0,286,225,14,1.8369307093596365,247.59167748982813
2,921,0.5640000000000007,0.12600000000000003,0,0.5640000000000007,0.12600000000000003,0,1,1,0,0,189,132,18,-5.705934390922344,189.0
3,921,0.8,0.5300000000000004,0,0.8,0.5300000000000004,1,0,0,1,0,258,194,12,1.6331329444654603,220.56486282189837
0,922,0.6360000000000002,0.18400000000000008,0,0.6360000000000002,0.18400000000000008,1,1,0,1,0,200,140,18,-5.2955880358219405,200.0
1,922,0.8,0.31200000000000017,0,0.8,0.31200000000000017,0,0,0,0,0,286,225,14,1.8369307093596365,247.59167748982813
2,922,0.5680000000000007,0.12800000000000003,0,0.5680000000000007,0.12800000000000003,0,1,0,0,0,189,132,18,-5.705934390922344,189.0
3,922,0.8,0.5320000000000004,0,0.8,0.5320000000000004,0,1,0,0,0,258,194,12,1.6331329444654603,220.56486282189837
0,923,0.6460000000000002,0.18600000000000008,0,0.6460000000000002,0.18600000000000008,0,1,0,0,0,200,140,18,-5.2955880358219405,200.0
1,923,0.8,0.31400000000000017,0,0.8,0.31400000000000017,0,1,0,0,0,286,225,14,1.8369307093596365,247.59167748982813
2,923,0.5720000000000007,0.13000000000000003,0,0.5720000000000007,0.13000000000000003,0,1,0,0,0,189,132,18,-5.705934390922344,189.0
3,923,0.8,0.5340000000000004,0,0.8,0.5340000000000004,1,1,1,1,1,259,195,13,0.9912790582930668,234.07827015586327
0,924,0.6500000000000002,0.18800000000000008,0,0.6500000000000002,0.18800000000000008,0,0,0,0,0,200,140,18,-5.2955880358219405,200.0
