split,policy,seed,H0,n_intervals,n_reference_updates,W,W_over_H0,delta_H,original_final_relative_energy_change,jump_sum,jump_sum_over_H0,boundary_term,boundary_over_H0,telescope_error,work_energy_error,max_interval_work_energy_error,max_stored_relative_energy_error,positive_net_interval_fraction,net_over_sum_absolute_interval_work,unreferenced_work_over_H0,reference_assisted_work_over_H0,updates_with_positive_post_power,updates_with_negative_post_power,max_nonfull_power_contraction_error
outside_class,class_horizon,2026090704,0.29574999999999996,2000,133,0.43744918019614637,1.4791181071720927,0.4374491801961021,1.4791181071719433,0.45487834601072213,1.538050197838452,-0.01742916581457577,-0.058932090666359335,0.0,4.424238753131249e-14,4.1053315261163625e-16,0.0,0.9615,0.9995139675437634,1.4422325755878602,0.03688553158423537,127,6,9.020562075079397e-17
outside_class,empirical_horizon,2026090704,0.29574999999999996,2000,96,0.7472558755034768,2.5266470853879186,0.7472558755034422,2.5266470853878014,0.8011398043890176,2.708841265896932,-0.05388392888554078,-0.18219418050901365,1.1102230246251565e-16,3.4638958368304884e-14,6.934557095217286e-16,0.0,0.9295,0.9975670460570308,2.4822157807371448,0.044431304650776264,91,5,1.6609977282477928e-16
outside_class,fixed_streak,2026090704,0.29574999999999996,2000,130,0.4764558647840691,1.6110088411971908,0.4764558647840381,1.611008841197086,0.5009576236844369,1.6938550251375721,-0.024501758900367793,-0.08284618394038139,0.0,3.097522238704187e-14,5.301748623454117e-16,0.0,0.96,0.9994795576197958,1.5744703502264428,0.03653849097074961,124,6,9.84455572616838e-17
outside_class,class_horizon,2026090705,0.5670000000000001,2000,174,0.6172981943814452,1.088709337533413,0.6172981943813959,1.0887093375333259,0.9478733304444085,1.6717342688613903,-0.33057513606296335,-0.5830249313279776,0.0,4.929390229335695e-14,8.478460988836645e-16,0.0,0.9745,0.9996811566220047,1.0537171360883264,0.03499220144508801,165,9,1.3183898417423734e-16
outside_class,empirical_horizon,2026090705,0.5670000000000001,2000,122,1.1075211813484895,1.9533001434717627,1.1075211813483992,1.9533001434716033,1.5677742149776852,2.7650338888495325,-0.46025303362919556,-0.8117337453777699,-2.220446049250313e-16,9.037215420448774e-14,1.384309333829492e-15,0.0,0.961,0.9994494471529879,1.9115256505021283,0.041774492969636166,113,9,2.185751579730777e-16
outside_class,fixed_streak,2026090705,0.5670000000000001,2000,127,1.0196217892685047,1.7982747606146465,1.0196217892684336,1.798274760614521,1.4546589682432294,2.5655360991944076,-0.4350371789747248,-0.7672613385797615,0.0,7.105427357601002e-14,1.1130419502736189e-15,0.0,0.966,0.9997157945832673,1.760222315245119,0.0380524453695279,119,8,1.3877787807814457e-16
outside_class,class_horizon,2026090706,1.09375,2000,212,0.784935905960236,0.7176556854493586,0.7849359059601362,0.7176556854492674,0.964605983685714,0.8819254707983671,-0.179670077725478,-0.16426978534900846,-1.1102230246251565e-16,9.980904991380157e-14,1.530459786680538e-15,0.0,0.975,0.999857765137559,0.6864998786437941,0.031155806805564852,204,7,2.402592014227878e-16
outside_class,empirical_horizon,2026090706,1.09375,2000,139,1.3517550480472431,1.2358903296431938,1.3517550480471265,1.2358903296430872,1.7379087796001982,1.588945169920181,-0.38615373155295524,-0.35305484027698764,2.220446049250313e-16,1.1657341758564144e-13,1.7114131292683687e-15,0.0,0.9575,0.9993740889326691,1.201813883605929,0.034076446037263786,132,6,2.498001805406602e-16
outside_class,fixed_streak,2026090706,1.09375,2000,123,1.8141485717415395,1.6586501227351218,1.8141485717413994,1.6586501227349937,2.282195192605144,2.0865784618104173,-0.46804662086360443,-0.4279283390752955,0.0,1.4011014570769476e-13,1.659263004771816e-15,0.0,0.9575,0.9994402358432306,1.6230145404506293,0.035635582284492935,115,7,3.95516952522712e-16
outside_class,class_horizon,2026090707,1.68175,2000,259,0.9382815163681036,0.5579197362081781,0.9382815163679399,0.5579197362080808,0.8360411887084965,0.49712572541013617,0.10224032765960708,0.06079401079804197,0.0,1.637578961322106e-13,1.8231943732516243e-15,0.0,0.9775,0.9999064251701903,0.5271537297275649,0.0307660064806128,251,7,4.145989107584569e-16
outside_class,empirical_horizon,2026090707,1.68175,2000,168,1.606064837864729,0.9549961872244561,1.6060648378645581,0.9549961872243544,1.581334810993375,0.9402912507764976,0.024730026871354116,0.014704936447958445,0.0,1.709743457922741e-13,1.837939522797427e-15,0.0,0.963,0.9995143376811955,0.9224177862283268,0.03257840099612968,159,8,4.3368086899420177e-16
outside_class,fixed_streak,2026090707,1.68175,2000,129,2.674752356688081,1.5904577711836367,2.674752356687888,1.5904577711835217,2.790804734491282,1.6594646852928687,-0.11605237780320099,-0.06900691410923204,0.0,1.9317880628477724e-13,3.256645170549022e-15,0.0,0.959,0.9993499073471803,1.556184280561079,0.034273490622557856,117,10,5.273559366969494e-16
