seed,anchor,factor,initial_error_ev_A,horizon_fs,first_observed_crossing_fs,right_censored,observation_end_fs,max_error_ev_A,exceeding_force_points,initial_speed_full_norm_A_fs,kappa_ev_A2,max_observed_vector_secant_ev_A2,max_observed_secant_over_kappa,max_anchor_change_over_kappa_path,empirical_bound_exceedances,max_position_identity_error_A,max_momentum_identity_error_ASE
2026090501,A,0.5,0.03584153430340846,2.0,,True,9.5,0.05385477835245186,0,0.018460656479214483,1.9503827156757572,0.9273842038101652,0.4754883215260911,0.4038051402081833,0,0.0,2.7755575615628914e-17
2026090501,A,1.0,0.03584153430340846,0.5,,True,9.5,0.05767424390086065,0,0.036921312958428966,1.9503827156757572,0.9270576048231003,0.4753208677312846,0.43956723888991805,0,0.0,5.551115123125783e-17
2026090501,A,2.0,0.03584153430340846,0.0,2.5,False,9.5,0.1584014424114303,11,0.07384262591685793,1.9503827156757572,0.9481884621724644,0.4861550784631219,0.46439312978601327,0,0.0,1.1102230246251565e-16
2026090502,B,0.5,0.059079925261051595,1.0,,True,9.5,0.08267387653623115,0,0.019107722266908107,1.9503827156757572,1.1387961945815936,0.583883452939148,0.48742307834897164,0,0.0,5.551115123125783e-17
2026090502,B,1.0,0.059079925261051595,0.5,,True,9.5,0.08743057856588124,0,0.038215444533816215,1.9503827156757572,0.8646293096570727,0.4433126394670192,0.4148169368461648,0,0.0,5.551115123125783e-17
2026090502,B,2.0,0.059079925261051595,0.0,8.0,False,9.5,0.10348151210055012,4,0.07643088906763243,1.9503827156757572,0.7909695547710908,0.40554581847647286,0.40554581847647286,0,0.0,1.1102230246251565e-16
