seed,anchor,factor,step,time_fs,error_ev_A,path_length_A,residual_change_from_anchor_ev_A,measured_vector_secant_ev_A2,empirical_kappa_ev_A2,empirical_bound_along_saved_path_ev_A,horizon_fs,first_observed_crossing_fs,right_censored
2026090501,A,1.0,19,9.5,0.041060134332030325,0.27154177087963316,0.006822956659784405,0.7279262576014078,1.9503827156757572,0.5654519108110315,0.5,,True
2026090501,A,2.0,0,0.0,0.03584153430340846,0.0,0.0,,1.9503827156757572,0.035841534303408445,0.0,2.5,False
2026090501,A,2.0,1,0.5,0.012164392951981677,0.03669571475732632,0.031885271107991844,0.8689099345483094,1.9503827156757572,0.1074122221054655,0.0,2.5,False
2026090501,A,2.0,2,1.0,0.030519402825703187,0.07240204844765129,0.06557774512344919,0.9481884621724644,1.9503827156757572,0.1770532381752263,0.0,2.5,False
2026090501,A,2.0,3,1.5,0.06043926774649869,0.10670550087252607,0.09607394146735913,0.910058821312116,1.9503827156757572,0.24395809887270772,0.0,2.5,False
2026090501,A,2.0,4,2.0,0.0860008983969314,0.13930510552863762,0.1216885972346658,0.8113149254668754,1.9503827156757572,0.3075398043318506,0.0,2.5,False
2026090501,A,2.0,5,2.5,0.106962703456233,0.16999744421061977,0.14280390570709986,0.7087010596480865,1.9503827156757572,0.367401611200855,0.0,2.5,False
2026090501,A,2.0,6,3.0,0.12450053889542723,0.19867436531493535,0.16031619658884474,0.6324249857511757,1.9503827156757572,0.4233325824615095,0.0,2.5,False
2026090501,A,2.0,7,3.5,0.13859591788371015,0.22534618184631594,0.17436650643990126,0.5455175184906719,1.9503827156757572,0.47535283241998916,0.0,2.5,False
2026090501,A,2.0,8,4.0,0.14868142972623236,0.25018943696913176,0.184408740163204,0.43609272750930034,1.9503827156757572,0.5238066878126523,0.0,2.5,False
2026090501,A,2.0,9,4.5,0.15483306818896003,0.27360019840441546,0.1899626710601274,0.31683757967626064,1.9503827156757572,0.5694666322768382,0.0,2.5,False
2026090501,A,2.0,10,5.0,0.1584014424114303,0.29621219053190456,0.19230253871063702,0.16130644164892005,1.9503827156757572,0.6135686708892892,0.0,2.5,False
2026090501,A,2.0,11,5.5,0.1576016511851708,0.3188316267239134,0.1915003846204021,0.1570363107731279,1.9503827156757572,0.657685228276514,0.0,2.5,False
2026090501,A,2.0,12,6.0,0.1518128248261289,0.3422843509392765,0.18571475762303002,0.32307696502176037,1.9503827156757572,0.7034270162216685,0.0,2.5,False
2026090501,A,2.0,13,6.5,0.14064648694426535,0.367248741068436,0.1745551398471996,0.4592313098876948,1.9503827156757572,0.7521171312369677,0.0,2.5,False
2026090501,A,2.0,14,7.0,0.12430422907363255,0.3941606271776087,0.15822158992624125,0.6130675334045425,1.9503827156757572,0.8046056087505326,0.0,2.5,False
2026090501,A,2.0,15,7.5,0.10373875620340632,0.4232067880523238,0.13765987086015224,0.7158595571632484,1.9503827156757572,0.8612567388773144,0.0,2.5,False
2026090501,A,2.0,16,8.0,0.07986743062899941,0.4543687532177075,0.11412530876196308,0.7768472984946356,1.9503827156757572,0.9220344971223686,0.0,2.5,False
2026090501,A,2.0,17,8.5,0.05261800653878322,0.4874773555584656,0.08815914796864559,0.8372410617314489,1.9503827156757572,0.9866089428679652,0.0,2.5,False
2026090501,A,2.0,18,9.0,0.022205106321203764,0.5222559397629591,0.05733555211030415,0.9061970041882528,1.9503827156757572,1.0544404923760833,0.0,2.5,False
2026090501,A,2.0,19,9.5,0.013610580952711936,0.5583422542229076,0.02401455882204096,0.930025674573521,1.9503827156757572,1.124822616371207,0.0,2.5,False
2026090502,B,0.5,0,0.0,0.059079925261051595,0.0,0.0,,1.9503827156757572,0.059079925261051595,1.0,,True
2026090502,B,0.5,1,0.5,0.051350492068777696,0.009857990980954167,0.008535470104895682,0.8658427585687974,1.9503827156757572,0.0783067804815921,1.0,,True
2026090502,B,0.5,2,1.0,0.047556213918216295,0.020727958661529468,0.019705273252157582,1.0352695103899454,1.9503827156757572,0.09950737756574027,1.0,,True
2026090502,B,0.5,3,1.5,0.0395553612978186,0.03289264472521483,0.030796899670161606,0.9400297044038074,1.9503827156757572,0.12323317100597397,1.0,,True
2026090502,B,0.5,4,2.0,0.02793938858005215,0.04632315866526079,0.04028220744645651,0.9168893750761465,1.9503827156757572,0.1494278132572819,1.0,,True
2026090502,B,0.5,5,2.5,0.014860632903988967,0.060801205183204816,0.0494615391052466,1.0215339976835538,1.9503827156757572,0.17766554494262954,1.0,,True
2026090502,B,0.5,6,3.0,0.020385683119884337,0.07605307826517678,0.06001971731502827,0.9979130374977959,1.9503827156757572,0.207412534583388,1.0,,True
2026090502,B,0.5,7,3.5,0.024773791313748444,0.09185691748031469,0.07128467251005084,0.8492908454093466,1.9503827156757572,0.23823606942991168,1.0,,True
2026090502,B,0.5,8,4.0,0.028111015149713293,0.10809368223117741,0.08156490861919076,0.644992336874763,1.9503827156757572,0.2699039747584877,1.0,,True
2026090502,B,0.5,9,4.5,0.035060838528344664,0.12472773042936125,0.09065014133285791,0.6068953021752481,1.9503827156757572,0.30234673485594293,1.0,,True
2026090502,B,0.5,10,5.0,0.04149471017819291,0.14173229879882793,0.09977665271518626,0.7842044546642185,1.9503827156757572,0.33551215109127747,1.0,,True
2026090502,B,0.5,11,5.5,0.04997881577415369,0.15900318791707735,0.10902805667384526,1.0675754076333652,1.9503827156757572,0.3691969947118637,1.0,,True
2026090502,B,0.5,12,6.0,0.05893494587733606,0.176309366654324,0.11570485090503983,1.1387961945815936,1.9503827156757572,0.40295066659538487,1.0,,True
2026090502,B,0.5,13,6.5,0.06835409030537921,0.1933032727996602,0.11721661191795939,1.021593639173818,1.9503827156757572,0.4360952874130646,1.0,,True
2026090502,B,0.5,14,7.0,0.07458453246854298,0.2095787460023402,0.1187339139057681,0.7832395985911136,1.9503827156757572,0.4678386890370156,1.0,,True
2026090502,B,0.5,15,7.5,0.0757101027133178,0.2247515147917148,0.11832490337035849,0.4671860363128714,1.9503827156757572,0.4974313950327564,1.0,,True
2026090502,B,0.5,16,8.0,0.07320693559747535,0.2385455408407883,0.11415987078044257,0.3688883219405181,1.9503827156757572,0.5243350250184505,1.0,,True
2026090502,B,0.5,17,8.5,0.07532331765390754,0.25087652930783316,0.11015717698548103,0.502538318529675,1.9503827156757572,0.5483851717917719,1.0,,True
2026090502,B,0.5,18,9.0,0.07822270402693568,0.2619195488437727,0.1138791400321191,0.7063602294976105,1.9503827156757572,0.5699232862235382,1.0,,True
2026090502,B,0.5,19,9.5,0.08267387653623115,0.2721219656514301,0.12031047211826147,0.8579340093051936,1.9503827156757572,0.5898219036233129,1.0,,True
2026090502,B,1.0,0,0.0,0.059079925261051595,0.0,0.0,,1.9503827156757572,0.059079925261051595,0.5,,True
2026090502,B,1.0,1,0.5,0.054040493647815005,0.019359801675177698,0.015663082079206816,0.8090517837943219,1.9503827156757572,0.09683894782722874,0.5,,True
2026090502,B,1.0,2,1.0,0.053644404913308595,0.039273310030865816,0.027879528146440808,0.6836883351404188,1.9503827156757572,0.13567791033262763,0.5,,True
2026090502,B,1.0,3,1.5,0.04852371622700944,0.05979147311412732,0.03695823143346949,0.4963420417495187,1.9503827156757572,0.17569618096763726,0.5,,True
2026090502,B,1.0,4,2.0,0.038292166991654324,0.08088077278553957,0.0437028362960304,0.5698450391797704,1.9503827156757572,0.21682838653246614,0.5,,True
2026090502,B,1.0,5,2.5,0.023991926387150607,0.10248008791537637,0.05212987118539165,0.7611321818053748,1.9503827156757572,0.2589553174321337,0.5,,True
2026090502,B,1.0,6,3.0,0.021335670940541538,0.12455636214217658,0.0633613934100347,0.8646293096570727,1.9503827156757572,0.302012501110603,0.5,,True
2026090502,B,1.0,7,3.5,0.019462962754340157,0.14711612928187015,0.07545159368896467,0.813051651178843,1.9503827156757572,0.3460126810095313,0.5,,True
2026090502,B,1.0,8,4.0,0.03173297683908326,0.17016319280146433,0.08665694906544791,0.6405447546186318,1.9503827156757572,0.39096327534522907,0.5,,True
2026090502,B,1.0,9,4.5,0.0409569951049385,0.19363733060545493,0.09723014027849916,0.49306820219455627,1.9503827156757572,0.4367468279835232,0.5,,True
2026090502,B,1.0,10,5.0,0.048247040391597426,0.2173812618439511,0.10717341942718155,0.6102366180189824,1.9503827156757572,0.4830565810732798,0.5,,True
2026090502,B,1.0,11,5.5,0.05574138176848841,0.24115554152417,0.11371227883694622,0.6692510622337146,1.9503827156757572,0.52942552523922,0.5,,True
2026090502,B,1.0,12,6.0,0.06445890405483883,0.2646862367689998,0.11394528355387763,0.6624996321942683,1.9503827156757572,0.5753193865325699,0.5,,True
2026090502,B,1.0,13,6.5,0.07370142009013748,0.28771491814440975,0.1168498202380978,0.6712137297232819,1.9503827156757572,0.6202341286519736,0.5,,True
2026090502,B,1.0,14,7.0,0.08086527705648232,0.31003205140394485,0.12146999299520551,0.577676216396948,1.9503827156757572,0.6637610796248035,0.5,,True
2026090502,B,1.0,15,7.5,0.0831849532722402,0.33149912176539775,0.12175685458169576,0.39747678145035265,1.9503827156757572,0.7056300826139765,0.5,,True
2026090502,B,1.0,16,8.0,0.08043704175852336,0.35207051636037023,0.11692448833093975,0.3870054598964188,1.9503827156757572,0.7457521750693565,0.5,,True
2026090502,B,1.0,17,8.5,0.08134714152824603,0.3718114714921046,0.10945149452311273,0.5723217331935485,1.9503827156757572,0.7842545927492218,0.5,,True
2026090502,B,1.0,18,9.0,0.08315606642252024,0.3908976752982235,0.11769817253214981,0.7201297437247435,1.9503827156757572,0.821479994760541,0.5,,True
2026090502,B,1.0,19,9.5,0.08743057856588124,0.40958735148378383,0.12842459463256692,0.7701201952987641,1.9503827156757572,0.8579320161544347,0.5,,True
2026090502,B,2.0,0,0.0,0.059079925261051595,0.0,0.0,,1.9503827156757572,0.059079925261051595,0.0,8.0,False
2026090502,B,2.0,1,0.5,0.060996467521533086,0.03844090745143034,0.030405587451854562,0.7909695547710908,1.9503827156757572,0.13405440672921276,0.0,8.0,False
2026090502,B,2.0,2,1.0,0.06967632622305055,0.07701807963310295,0.050396039891939734,0.5480568803858342,1.9503827156757572,0.20929465657199464,0.0,8.0,False
2026090502,B,2.0,3,1.5,0.07235491705116973,0.11548077645403432,0.059289882301596056,0.3649883999947661,1.9503827156757572,0.2843116356498161,0.0,8.0,False
2026090502,B,2.0,4,2.0,0.06847383016686319,0.1537040780587533,0.06355763543116738,0.25132196461887696,1.9503827156757572,0.3588617024357214,0.0,8.0,False
2026090502,B,2.0,5,2.5,0.059199725555618185,0.1917723534614941,0.06435258284262281,0.3324792667398758,1.9503827156757572,0.43310940879681165,0.0,8.0,False
2026090502,B,2.0,6,3.0,0.052653570595519915,0.22995597385506256,0.0709934530272021,0.43634447905706375,1.9503827156757572,0.5075820820343518,0.0,8.0,False
2026090502,B,2.0,7,3.5,0.042866571957207916,0.2685700762496139,0.08512710519115187,0.5520033234230018,1.9503827156757572,0.5828943599260187,0.0,8.0,False
2026090502,B,2.0,8,4.0,0.04229834226383126,0.3077950271992308,0.10133808755702296,0.6586483900864606,1.9503827156757572,0.6593980262813809,0.0,8.0,False
2026090502,B,2.0,9,4.5,0.05744201848252438,0.34757067671552444,0.11638719559811944,0.6984638964000282,1.9503827156757572,0.7369757656027368,0.0,8.0,False
2026090502,B,2.0,10,5.0,0.0612835369364973,0.3876181704630318,0.12022799338376355,0.6256975663682809,1.9503827156757572,0.8150837052140081,0.0,8.0,False
2026090502,B,2.0,11,5.5,0.07078334926826464,0.4275578132769123,0.1121486645949668,0.5510282368101221,1.9503827156757572,0.8929812942284641,0.0,8.0,False
2026090502,B,2.0,12,6.0,0.0813287410467522,0.46704583607490335,0.11933501323763102,0.4626834110727481,1.9503827156757572,0.969998051369876,0.0,8.0,False
2026090502,B,2.0,13,6.5,0.08821431944281702,0.5058713423254383,0.1229638187183082,0.3215451022519207,1.9503827156757572,1.0457226476882806,0.0,8.0,False
2026090502,B,2.0,14,7.0,0.09343064807301184,0.543992949655191,0.12495707244421948,0.3017738142194846,1.9503827156757572,1.1200743717180084,0.0,8.0,False
2026090502,B,2.0,15,7.5,0.09691793707883259,0.5815128915940634,0.12550291584932388,0.3295140366314409,1.9503827156757572,1.1932526179687433,0.0,8.0,False
2026090502,B,2.0,16,8.0,0.10017740735562886,0.6186064827883575,0.1228856820846699,0.34889463469712617,1.9503827156757572,1.2655993170964368,0.0,8.0,False
2026090502,B,2.0,17,8.5,0.10112206718630364,0.65544529822876,0.11517032431604689,0.45544303581439755,1.9503827156757572,1.337449105997367,0.0,8.0,False
2026090502,B,2.0,18,9.0,0.10081272057960276,0.6921502071573675,0.12017601633295119,0.6328923127404994,1.9503827156757572,1.409037725952176,0.0,8.0,False
2026090502,B,2.0,19,9.5,0.10348151210055012,0.7287866641094117,0.1386823850347313,0.7203961211795278,1.9503827156757572,1.480492838355042,0.0,8.0,False
