record_index,accepted,force_error_eV_A,spread_eV_A,accepted_violation,updated_after_record,qhat,qhat_state,bound_eV_A,bound_eV_A_state
198,1,0.04090458832824295,0.00792855146450763,0,0,0.0,2,0.0,2
199,1,0.036455528768033124,0.007688359589382573,0,0,0.0,2,0.0,2
200,0,0.03507636961977416,0.0078007533436900535,0,0,0.0,2,0.0,2
201,1,0.034290351900694904,0.008067315779344839,0,0,0.0,2,0.0,2
202,1,0.03160755422227315,0.00830657972769551,0,0,0.0,2,0.0,2
203,1,0.025600637200619735,0.008407110851575186,0,0,0.0,2,0.0,2
204,0,0.015900438625062983,0.008332718130781605,0,0,0.0,2,0.0,2
205,1,0.01159854888856265,0.008127567758753233,0,0,0.0,2,0.0,2
206,1,0.015645464689254495,0.007962494649307327,0,0,0.0,2,0.0,2
207,1,0.03117487277466071,0.00797974238230756,0,0,0.0,2,0.0,2
208,0,0.04305771831679125,0.008122044181623628,0,0,0.0,2,0.0,2
209,1,0.04894252083670022,0.008672350064477436,0,0,0.0,2,0.0,2
210,1,0.04988773894491449,0.009347146383333109,0,0,0.0,2,0.0,2
211,1,0.04963325725065337,0.009915774960612434,0,0,0.0,2,0.0,2
212,0,0.049570952096952364,0.010199316534953172,0,0,0.0,2,0.0,2
213,1,0.05026418404137996,0.010128892706149542,0,0,0.0,2,0.0,2
214,1,0.05227119167419075,0.009758699783465821,0,0,0.0,2,0.0,2
215,1,0.05506960021204926,0.009287577820472393,0,0,0.0,2,0.0,2
216,0,0.057037244465815755,0.00889224710435481,0,0,0.0,2,0.0,2
217,1,0.05603840413557705,0.008515376064984844,0,0,0.0,2,0.0,2
218,1,0.050747498508874285,0.008418459257133151,0,0,0.0,2,0.0,2
219,1,0.041645638290353205,0.008462667800114064,0,0,0.0,2,0.0,2
220,0,0.03068127191106036,0.008507188495133962,0,1,0.0,2,0.0,2
221,1,0.023031632503241882,0.0022482934027146942,0,0,0.0,2,0.0,2
222,1,0.01595035304382787,0.0021750189429139443,0,0,0.0,2,0.0,2
223,1,0.014443770946632828,0.0022892983750320826,0,0,0.0,2,0.0,2
224,0,0.013653851070485232,0.0025483246593911613,0,0,0.0,2,0.0,2
225,1,0.010999365139796395,0.0029244862163830486,0,0,0.0,2,0.0,2
226,1,0.005604929775591452,0.0033798076039409024,0,0,0.0,2,0.0,2
227,1,0.01114563250155545,0.0038486919531190533,0,0,0.0,2,0.0,2
228,0,0.024045418214346605,0.004250799321479454,0,0,0.0,2,0.0,2
229,1,0.03555851130836885,0.004512411383061155,0,0,0.0,2,0.0,2
230,1,0.042742866578582304,0.004587397794856006,0,0,0.0,2,0.0,2
231,1,0.04785742698284837,0.004468956370851924,0,0,0.0,2,0.0,2
232,0,0.05145698732880864,0.004190515363354698,0,0,0.0,2,0.0,2
233,1,0.05422412315091562,0.003978321389402685,0,0,0.0,2,0.0,2
234,1,0.056465703173334325,0.0037163907519168512,0,0,0.0,2,0.0,2
