anchor_index,path_index,step,e0_eV_A,kappa_eV_A2,horizon_fs
67,7,34,0.06717277880705734,1.6129190119774732,0.0
68,7,35,0.027057385227642804,4.022537671472725,0.0
69,7,36,0.044314784624366534,4.575971192190341,0.0
70,7,37,0.07412600789927355,4.575971192190341,0.0
71,7,38,0.08199697386455337,4.575971192190341,0.0
72,7,39,0.08600994920982481,2.725851385687973,0.0
73,7,40,0.0872516936460723,1.8423608033824108,0.0
74,7,41,0.07863331549980825,1.9954448646097234,0.0
75,7,42,0.051204097155176,4.086922240940241,0.0
76,7,43,0.028043772310615715,4.086922240940241,0.0
77,7,44,0.029646187117753593,4.086922240940241,0.0
78,7,45,0.03432612824475054,3.2250119905032424,0.5
79,7,46,0.050932029660401765,2.8447428278761517,0.5
80,7,47,0.07057941864382089,3.4044335207898224,0.0
81,7,48,0.08024927498412879,3.4044335207898224,0.0
82,7,49,0.07689057339442809,3.4044335207898224,0.0
83,11,0,0.050366633251822376,1.9921660187173063,0.5
84,11,2,0.06291494422514902,1.8371107636269863,0.5
85,11,4,0.06629682253017387,1.4079394109275678,0.5
86,11,6,0.06297158309953163,1.4079394109275678,0.5
87,11,7,0.06022845008418494,1.4175518103803983,0.5
88,11,8,0.0568123891337688,1.9727633799700182,0.5
89,11,10,0.06414772715780459,1.9727633799700182,0.5
90,11,12,0.05445813702666986,1.9727633799700182,0.5
91,11,13,0.0471822083699501,1.740074059448245,1.0
92,11,16,0.04802695995538112,1.0478153692988001,1.0
93,11,19,0.06663868502726829,1.0478153692988001,0.5
94,11,21,0.06826500833444571,1.4945562891059532,0.5
95,11,23,0.05206305311588506,1.4945562891059532,0.5
96,11,25,0.03357421007338686,1.4945562891059532,1.0
97,11,28,0.03646102088880773,1.0968025554893015,1.5
98,11,30,0.025954014798966835,1.2384252787508019,1.5
99,11,34,0.0265791599704629,1.2384252787508019,1.5
100,11,38,0.030541159700032718,1.2384252787508019,1.5
101,11,42,0.03648383135040253,1.0435725993947003,1.5
102,11,46,0.06895880458750851,1.8210472913814963,0.0
103,11,47,0.06708442415853517,1.8210472913814963,0.5
104,11,49,0.05068438456649148,1.8210472913814963,0.5
105,15,0,0.040196905565904745,1.9921660187173063,0.5
106,15,2,0.023947234572354478,1.8371107636269863,1.0
107,15,3,0.0475839065330005,2.3817534426379323,0.5
108,15,5,0.07121145547811303,2.3817534426379323,0.0
109,15,6,0.06784132613353354,2.3817534426379323,0.0
110,15,7,0.056352989786849536,1.3520945316571464,0.5
111,15,9,0.0513858723792292,2.506128901801842,0.0
112,15,10,0.06178326058628866,2.506128901801842,0.0
113,15,11,0.054199132441546206,2.506128901801842,0.0
114,15,12,0.03566758598845058,2.121261609023282,0.5
115,15,13,0.026119236374170296,2.121261609023282,1.0
116,15,14,0.023219360531324774,1.7632020567887983,1.0
117,15,15,0.02118442433611031,1.5633378508147415,1.0
118,15,16,0.02073037088720961,0.9093500223486123,2.0
119,15,17,0.026021189209880512,1.4387621320237496,1.0
120,15,18,0.045860097403513746,2.7682708974113455,0.0
121,15,19,0.06556000876522143,2.7682708974113455,0.0
122,15,20,0.057803081374668025,2.7682708974113455,0.0
123,15,21,0.03809535158954193,2.6421414195893838,0.5
124,15,23,0.020379432503579112,2.656753876668258,0.5
125,15,25,0.02160742556547531,2.656753876668258,0.5
126,15,27,0.05357460228537239,2.656753876668258,0.0
127,15,28,0.07161417930296766,1.885356048387496,0.0
128,15,29,0.06535119650734629,2.325077062425706,0.0
129,15,30,0.03979388234161343,2.5948697160640815,0.5
130,15,32,0.03831085287917384,2.740198720605039,0.5
131,15,33,0.04473284189779683,2.740198720605039,0.5
132,15,35,0.039151264033869274,2.740198720605039,0.5
133,15,37,0.018857399101480325,2.098556107238149,0.5
134,15,39,0.041440820481155036,2.1955529234944375,0.5
135,15,41,0.07570990418738065,2.1955529234944375,0.0
136,15,42,0.07751044244225504,2.1955529234944375,0.0
137,15,43,0.07109459239463173,2.088313334932944,0.0
138,15,44,0.05682514401648055,1.7300776180429815,0.5
139,15,46,0.012517916123599341,2.567484402264188,0.5
140,15,48,0.039210646075427937,2.567484402264188,0.5
141,19,0,0.050366633251822376,1.9921660187173063,0.0
142,19,1,0.057437766369880086,2.5453846036859926,0.0
143,19,2,0.06639884220720242,2.9633782854872517,0.0
144,19,3,0.07158813204001949,2.9633782854872517,0.0
145,19,4,0.07388872843339665,2.9633782854872517,0.0
146,19,5,0.07494998193359118,2.190318457746956,0.0
147,19,6,0.07585350479237707,2.190318457746956,0.0
148,19,7,0.07562100225884368,1.4879937886579555,0.0
149,19,8,0.07159565627075168,1.402090623187628,0.0
150,19,9,0.06219540375273487,1.5060326208605805,0.5
151,19,10,0.05566760855050811,4.1528026260727415,0.0
152,19,11,0.05542601793205568,4.1528026260727415,0.0
153,19,12,0.03731543317890744,4.1528026260727415,0.0
154,19,13,0.0286902009109308,2.145757663821759,1.0
155,19,14,0.01997579860493694,2.145757663821759,1.0
156,19,15,0.02193722146147159,1.9330420149987357,1.0
157,19,16,0.030515732474704654,1.9330420149987357,0.5
158,19,17,0.03832037603464116,1.498854821384572,0.5
159,19,19,0.0736259621210577,1.513335137208924,0.0
160,19,20,0.08018304498279022,3.2239298476393974,0.0
161,19,21,0.0745304561492913,3.2239298476393974,0.0
162,19,22,0.06354265431463745,3.2239298476393974,0.0
163,19,23,0.05808326983709203,1.390966059031151,0.5
164,19,24,0.056324507752615334,1.390966059031151,0.5
165,19,25,0.05994298545892051,1.8819900858676741,0.5
166,19,26,0.06221385194038172,1.8819900858676741,0.0
167,19,27,0.034293963263558686,2.4316727065824133,0.5
168,19,29,0.02284354440036429,2.4316727065824133,0.5
169,19,31,0.06364853168075005,2.4316727065824133,0.5
170,19,32,0.0786310164423344,2.2907778586924104,0.0
171,19,33,0.07799353659033971,2.2907778586924104,0.0
172,19,34,0.061965138238410385,2.2907778586924104,0.0
173,19,35,0.04527581733188695,2.2393624078581142,0.5
174,19,37,0.03138658805510507,2.2393624078581142,0.5
175,19,38,0.07444440459287348,3.765771342849042,0.0
176,19,39,0.08097646767212303,3.765771342849042,0.0
177,19,40,0.0711450388224149,3.765771342849042,0.0
178,19,41,0.059159133266286974,1.9588641320465687,0.5
179,19,42,0.04789874349717486,1.9588641320465687,0.5
180,19,43,0.043256596108514386,1.58630844173783,0.5
181,19,45,0.032082638997416056,2.2708555706143567,0.5
182,19,46,0.07469646876265519,3.6783120902293533,0.0
183,19,47,0.06393555228944608,3.6783120902293533,0.0
184,19,48,0.04733134650261173,3.6783120902293533,0.0
185,19,49,0.032677472584645845,1.494208296464922,1.0
186,23,0,0.040196905565904745,1.9921660187173063,0.5
187,23,1,0.08745333127580203,4.243281868953794,0.0
188,23,2,0.11525984344363584,4.243281868953794,0.0
189,23,3,0.12684637864792242,4.243281868953794,0.0
190,23,4,0.13201587493521597,2.4171691291822888,0.0
191,23,5,0.13124229050784067,1.3930282054926082,0.0
192,23,6,0.11412985663343368,2.0167504117139785,0.0
193,23,7,0.07093686514857074,4.027728931486454,0.0
194,23,8,0.02641342468815593,4.027728931486454,0.0
195,23,9,0.01913214842138424,4.027728931486454,0.0
196,23,10,0.05687394143772935,3.5631298628898205,0.0
197,23,11,0.09328190649188432,3.2681199198869897,0.0
198,23,12,0.10101694852842365,3.2681199198869897,0.0
199,23,13,0.09586338228990578,3.047238744289558,0.0
200,23,14,0.08656082864920117,1.489241591607228,0.0
201,23,15,0.08023754888065526,1.3697834696158735,0.0
202,23,16,0.07925150625144549,1.60096668137625,0.0
203,23,17,0.0411175138077235,4.338929962608145,0.0
204,23,18,0.08117428574464876,4.359423958937821,0.0
205,23,19,0.09273427105483122,4.359423958937821,0.0
206,23,20,0.08361311138105898,4.359423958937821,0.0
207,23,21,0.07981573038785546,1.3612488486847596,0.0
208,23,22,0.0767720487218237,0.8667840077593921,0.5
209,23,23,0.07595451371613023,1.3874475417688839,0.0
210,23,24,0.07168780943640603,1.3874475417688839,0.0
211,23,25,0.06825794954295837,2.5322494081335556,0.0
212,23,26,0.06887143429124812,4.280463024682597,0.0
213,23,27,0.06705875990523129,4.280463024682597,0.0
214,23,28,0.05990049279051914,4.280463024682597,0.0
215,23,29,0.07603204371189183,3.9203597190331436,0.0
216,23,30,0.08015893361647398,3.9203597190331436,0.0
217,23,31,0.08020318859359046,1.9311225969342298,0.0
218,23,32,0.08365565519657339,0.9565170170781249,0.0
219,23,33,0.08534445495384288,0.9565170170781249,0.0
220,23,34,0.08527641544430671,0.7148769692774593,0.0
221,23,35,0.047230144191816655,3.314656309827075,0.0
222,23,36,0.04857117475349432,4.930146630563911,0.0
223,23,37,0.08139795749527717,4.930146630563911,0.0
224,23,38,0.08483134953929804,4.930146630563911,0.0
225,23,39,0.09137690544408215,2.339580238978177,0.0
226,23,40,0.09846773810809457,1.561514658525211,0.0
227,23,41,0.10372782295003656,1.561514658525211,0.0
228,23,42,0.09259584898085378,2.073971592008304,0.0
229,23,43,0.051909734525701974,4.256253129438764,0.0
230,23,44,0.03337494194182957,4.256253129438764,0.0
231,23,45,0.05380674907301998,4.256253129438764,0.0
232,23,46,0.09329463789004895,4.03546656327935,0.0
233,23,47,0.1189979815933276,4.03546656327935,0.0
234,23,48,0.1236101574096877,4.03546656327935,0.0
235,23,49,0.11589376002772558,2.783503989019026,0.0
236,27,0,0.050366633251822376,1.9921660187173063,0.0
237,27,1,0.060072831880390316,1.8371107636269863,0.0
238,27,2,0.06642834919812274,1.71897207669695,0.0
239,27,3,0.06813424576349451,1.71897207669695,0.0
240,27,4,0.06603424958357808,1.71897207669695,0.0
241,27,5,0.062087754894457566,0.9191065749940208,0.5
242,27,6,0.0577248509489834,0.574219626589724,1.5
243,27,7,0.05327132586978981,0.7088732938260202,1.0
244,27,8,0.0486955362547063,1.3177715051841483,0.5
245,27,9,0.04446182472537964,2.15948828563044,0.5
246,27,10,0.05855092097078835,2.15948828563044,0.0
247,27,11,0.06391639961339032,2.15948828563044,0.0
248,27,12,0.053451222213823306,2.1420412205446238,0.5
249,27,13,0.04214948638639368,1.300773805442674,1.0
250,27,14,0.03640070812908445,1.300773805442674,1.0
251,27,17,0.0488477469678754,1.300773805442674,0.5
252,27,19,0.06395051400638326,0.8053646390230792,0.5
253,27,21,0.06309876526866576,1.6391832703003433,0.0
254,27,22,0.05039402262115784,1.6391832703003433,0.5
255,27,24,0.03483431704691002,1.6391832703003433,0.5
256,27,25,0.02571145399498664,1.299754429997452,1.0
257,27,28,0.01972062649065442,1.2692976712031314,1.0
258,27,31,0.033891896029071535,1.2044829811802127,1.0
259,27,34,0.041684954547251116,1.2044829811802127,1.0
260,27,37,0.01230283404379389,1.113356851350501,1.5
261,27,40,0.05502865002594095,1.1924978843053449,0.5
262,27,42,0.04217874053537271,1.1924978843053449,0.5
263,27,44,0.034357432207863504,1.7023635575970943,0.5
264,27,46,0.0686059172997898,1.993968050391117,0.0
265,27,47,0.07007628039428318,1.993968050391117,0.0
266,27,48,0.05746505060582669,1.993968050391117,0.0
267,27,49,0.04476197319925078,1.0705767361025573,1.0
268,31,0,0.040196905565904745,1.9921660187173063,0.5
269,31,2,0.0422040432979851,1.8371107636269863,0.5
270,31,3,0.07205480543784207,2.3175849776635413,0.0
271,31,4,0.0944798813250131,2.3175849776635413,0.0
272,31,5,0.0995704137707986,2.3175849776635413,0.0
273,31,6,0.08530195821726931,2.116454036953507,0.0
274,31,7,0.062425990189690056,1.8388854670070658,0.0
275,31,8,0.04038820035787525,2.3237346058478416,0.0
276,31,9,0.05546953345447908,2.5685195049994816,0.0
277,31,10,0.053222153855409064,2.5685195049994816,0.0
278,31,11,0.03574760677889071,2.5685195049994816,0.0
279,31,12,0.02334971783043992,2.244580435468682,0.5
280,31,13,0.018525121565292377,1.8413984922813582,1.0
281,31,14,0.01696714603485207,1.7635559496875048,1.0
282,31,15,0.01559314260732958,1.3518497297678076,1.0
283,31,16,0.018291882830380704,0.6766502886909428,2.0
284,31,17,0.02131460187022312,0.6766502886909428,2.0
285,31,18,0.046430024557771905,2.495894907300918,0.0
286,31,19,0.06858887607596406,2.495894907300918,0.0
287,31,20,0.04267138656868562,2.495894907300918,0.0
288,31,21,0.023406438648938353,2.4890494272106305,0.5
289,31,22,0.03567060819579325,2.7900685834403616,0.5
290,31,23,0.05180511969355066,2.7900685834403616,0.0
291,31,24,0.04903467504144306,2.7900685834403616,0.0
292,31,25,0.03534516708669687,1.591918220242697,0.5
293,31,27,0.06177984985752655,2.0589088416190915,0.0
294,31,28,0.07454709781746872,2.319360723054824,0.0
295,31,29,0.046985115317182205,2.319360723054824,0.0
296,31,30,0.028350511396145483,3.055580761557925,0.0
297,31,31,0.024794963470825257,3.055580761557925,0.5
298,31,32,0.03777060128636639,3.055580761557925,0.0
299,31,33,0.044714509073773806,2.2648698945690553,0.5
300,31,34,0.05194950177014899,1.2499331282106683,0.5
301,31,36,0.03679568939039722,1.4912848547003992,0.5
302,31,38,0.027219929824119252,1.4912848547003992,0.5
303,31,40,0.08948611956847939,2.4769773960095383,0.0
304,31,41,0.10377995927131486,2.4769773960095383,0.0
305,31,42,0.09901130327242862,2.4769773960095383,0.0
306,31,43,0.08040502044748618,1.7589339050580515,0.0
307,31,44,0.05869747783067944,1.804615023681828,0.0
308,31,45,0.021655040561014027,2.6968677982895155,0.5
309,31,47,0.04956122840602065,2.6968677982895155,0.0
310,31,48,0.05318825467155076,2.6968677982895155,0.0
311,31,49,0.043325477515767194,2.208138970699997,0.5
312,35,0,0.050366633251822376,1.9921660187173063,0.0
313,35,1,0.061375155615540126,2.9036814032677905,0.0
314,35,2,0.07034196560645392,2.9036814032677905,0.0
315,35,3,0.07066140858938336,2.9036814032677905,0.0
316,35,4,0.06562739268051244,2.80671393306298,0.0
317,35,5,0.0603484002118953,2.80671393306298,0.0
318,35,6,0.05820694885937053,1.3668044090790366,0.5
319,35,7,0.06018688276071454,0.6737832907461463,1.0
320,35,8,0.057837562311400116,1.1428798097773805,0.5
321,35,9,0.052012264885520736,2.725259973096812,0.0
322,35,10,0.04267023336492248,2.725259973096812,0.0
323,35,11,0.06850635794885869,2.7426518976329834,0.0
324,35,12,0.03730032716508828,2.7426518976329834,0.0
325,35,13,0.01524535601548494,2.7573161749778237,0.5
326,35,14,0.03608932420356646,2.7573161749778237,0.5
327,35,15,0.04085911727884357,2.7573161749778237,0.0
328,35,16,0.03258571984168755,1.9196137837329397,0.5
329,35,17,0.029725131924353637,2.1481051862107807,0.0
330,35,18,0.05178104378531983,2.1481051862107807,0.0
331,35,19,0.07439341033786541,2.1481051862107807,0.0
332,35,20,0.08048462907089954,2.320032643543003,0.0
333,35,21,0.06607238787372907,2.320032643543003,0.0
334,35,22,0.05756484689368318,2.320032643543003,0.0
335,35,23,0.05659561944135438,1.8992488402849392,0.0
336,35,24,0.05410988346666286,1.426919216612683,0.5
337,35,25,0.04982513238782914,1.3596647382582683,0.5
338,35,26,0.05220901380240305,1.3170552794906232,0.5
339,35,27,0.08249638604013453,2.369945669780876,0.0
340,35,28,0.0548644225128939,2.369945669780876,0.0
341,35,29,0.04100211555669891,2.369945669780876,0.0
342,35,30,0.049292390047511216,2.2187809189820547,0.0
343,35,31,0.08638156230219923,3.2062728508364913,0.0
344,35,32,0.0971102641727466,3.2062728508364913,0.0
345,35,33,0.10471433148848923,3.2062728508364913,0.0
346,35,34,0.1085880249282961,2.5818359706777922,0.0
347,35,35,0.07973608192540713,2.5818359706777922,0.0
348,35,36,0.0460195183641872,2.5818359706777922,0.0
349,35,37,0.035873020498532394,2.1110031361873776,0.0
350,35,38,0.08560678702948829,3.4273532942715246,0.0
351,35,39,0.07333090810409719,3.4273532942715246,0.0
352,35,40,0.06738933073261677,3.4273532942715246,0.0
353,35,41,0.05417843750689995,2.4965529449170893,0.0
354,35,42,0.03255743409557684,2.3112512647671033,0.5
355,35,43,0.01978295157376942,1.9759833584136126,0.5
356,35,44,0.008457179075230355,1.9759833584136126,0.5
357,35,45,0.024308014548838186,1.7253110783100802,0.5
358,35,46,0.03664199360625183,2.1735399178765733,0.0
359,35,47,0.08297221484900158,2.966921929317207,0.0
360,35,48,0.053027375156121666,2.966921929317207,0.0
361,35,49,0.0383066637186973,2.966921929317207,0.0
362,39,0,0.040196905565904745,1.9921660187173063,0.0
363,39,1,0.10447811786408012,3.6772945942832527,0.0
364,39,2,0.12741764107976863,3.6772945942832527,0.0
365,39,3,0.12954081291351377,3.6772945942832527,0.0
366,39,4,0.13272272744500857,1.45094525935235,0.0
367,39,5,0.14077680503843668,1.45094525935235,0.0
368,39,6,0.14876805017160838,1.3286722735808083,0.0
369,39,7,0.13245201846559643,1.3286722735808083,0.0
370,39,8,0.07087842247637362,3.7755899108956097,0.0
371,39,9,0.06649345247488055,3.7755899108956097,0.0
372,39,10,0.10942097937224037,3.7755899108956097,0.0
373,39,11,0.09924216157310241,3.3360437417052244,0.0
374,39,12,0.07849451578152494,3.261253140689003,0.0
375,39,13,0.071567719224009,2.0108066360314867,0.0
376,39,14,0.07746303389838984,2.0108066360314867,0.0
377,39,15,0.07785466992906159,1.7378363913561852,0.0
378,39,16,0.08452293016988413,1.6658476599594068,0.0
379,39,17,0.04168796664765506,3.7357737610800847,0.0
380,39,18,0.09051757100066085,4.030492462719258,0.0
381,39,19,0.08851842603410356,4.030492462719258,0.0
382,39,20,0.08877820310334733,4.030492462719258,0.0
383,39,21,0.08213282827790734,1.7428875122970173,0.0
384,39,22,0.08224783312486018,1.7428875122970173,0.0
385,39,23,0.08663201372562641,1.1356945537115997,0.0
386,39,24,0.08227041991883154,1.442229062773549,0.0
387,39,25,0.08851787215538104,1.442229062773549,0.0
388,39,26,0.0732078749780286,1.9497836524179304,0.0
389,39,27,0.08052184574612992,5.5467429350739765,0.0
390,39,28,0.08269484294799082,5.5467429350739765,0.0
391,39,29,0.0805214420139194,5.5467429350739765,0.0
392,39,30,0.07747799668617185,1.2120809389427383,0.0
393,39,31,0.07367595997579307,1.1943696445812042,0.0
394,39,32,0.08364501628776012,1.0255081698042376,0.0
395,39,33,0.09183534741378092,1.2408269198940896,0.0
396,39,34,0.09103267662274223,1.499477533688371,0.0
397,39,35,0.07976589785012018,1.499477533688371,0.0
398,39,36,0.05167212986624972,4.783549576067451,0.0
399,39,37,0.08170124243222228,4.783549576067451,0.0
400,39,38,0.07788299151652536,4.783549576067451,0.0
401,39,39,0.07404779285339924,2.496071839876043,0.0
402,39,40,0.06916721444752501,1.7793887051652562,0.0
403,39,41,0.08834879788275538,1.8191001211001814,0.0
404,39,42,0.115687698957472,1.9064451375066511,0.0
405,39,43,0.11486013946493663,1.9064451375066511,0.0
406,39,44,0.06238610329842535,3.7040360710675944,0.0
407,39,45,0.0891255547466609,3.7040360710675944,0.0
408,39,46,0.14091466615521064,3.7040360710675944,0.0
409,39,47,0.14828367953821753,3.4927823596664194,0.0
410,39,48,0.13741429608567726,3.4927823596664194,0.0
411,39,49,0.12764716408913354,0.9555832666361785,0.0
412,43,0,0.050366633251822376,1.9921660187173063,0.0
413,43,1,0.06346486148814437,1.8371107636269863,0.0
414,43,2,0.06973865168000651,1.5751884797301774,0.0
415,43,3,0.06774420374755646,1.5751884797301774,0.0
416,43,4,0.0605358275971994,1.4638785926387907,0.0
417,43,5,0.05230077141277723,1.0823729600771137,0.5
418,43,6,0.04513091545278698,1.0823729600771137,0.5
419,43,7,0.03913662257505763,1.0013465626139104,0.5
420,43,8,0.0347987472166765,0.7721672391196595,1.0
421,43,9,0.03395084481932565,0.7721672391196595,1.0
422,43,10,0.05167289997782213,2.1746256641422685,0.0
423,43,11,0.07719167565837584,2.1746256641422685,0.0
424,43,12,0.0662228788531477,2.1746256641422685,0.0
425,43,13,0.04480689338601798,2.0599560909354757,0.0
426,43,14,0.032804557569306135,1.6521523676003183,0.5
427,43,15,0.026699883642482644,1.6521523676003183,0.5
428,43,16,0.028880388299437395,0.8734611276949987,1.0
429,43,17,0.03937349463850842,0.6597881844046796,1.0
430,43,20,0.05449661431612861,0.6597881844046796,0.5
431,43,21,0.045097254715311334,1.613269565341382,0.0
432,43,22,0.034480133877996456,1.613269565341382,0.5
433,43,23,0.0329379474993486,1.613269565341382,0.5
434,43,24,0.04212263952899853,1.3192167409211901,0.5
435,43,25,0.052729183056010744,1.3192167409211901,0.5
436,43,26,0.055012110767835014,1.063053762140287,0.5
437,43,28,0.045595550714087815,1.3911468450242723,0.5
438,43,30,0.042169374029811114,1.3911468450242723,0.5
439,43,32,0.057004036220497586,1.3911468450242723,0.5
440,43,33,0.06442436628327107,0.91686177317947,0.5
441,43,35,0.05040296308501239,0.91686177317947,0.5
442,43,37,0.019556559896687857,1.2943500251716047,0.5
443,43,39,0.06395896602855426,1.583175509856595,0.0
444,43,40,0.060377396842819564,1.583175509856595,0.0
445,43,41,0.04756501119142145,1.583175509856595,0.0
446,43,42,0.0354218676679388,1.0343554498196483,0.5
447,43,43,0.030466901896827922,1.0343554498196483,0.5
448,43,44,0.029399961149410535,0.9455541779705725,1.0
449,43,45,0.02476699127272718,1.4971570252806157,0.5
450,43,46,0.0530665682973831,2.0530061670455853,0.0
451,43,47,0.07361622244992293,2.0530061670455853,0.0
452,43,48,0.06270118530020205,2.0530061670455853,0.0
453,43,49,0.04494051777968672,1.5974098226539333,0.5
454,47,0,0.040196905565904745,1.9921660187173063,0.0
455,47,1,0.02185974141887461,1.8371107636269863,0.5
456,47,3,0.11585734769099269,2.58399511687783,0.0
457,47,4,0.13093165819809086,2.58399511687783,0.0
458,47,5,0.13267351928130264,2.58399511687783,0.0
459,47,6,0.11264237454444115,1.3650173887266246,0.0
460,47,7,0.0662614649549706,2.741901641508099,0.0
461,47,8,0.04387180583051299,2.741901641508099,0.0
462,47,9,0.05306567647418377,2.741901641508099,0.0
463,47,10,0.03774335189281878,2.539287903791632,0.0
464,47,11,0.01688381288569102,2.1459577297253873,0.5
465,47,12,0.026602797810872162,2.1459577297253873,0.5
466,47,13,0.025823397164213488,2.1459577297253873,0.5
467,47,14,0.022934506130759535,1.4509285205948605,0.5
468,47,15,0.020267489153209733,0.658615558735828,1.5
469,47,16,0.017198218078793754,0.9125262811838,1.0
470,47,17,0.017190107106198522,1.0557515663842447,1.0
471,47,18,0.042312330917725974,1.7759370066228006,0.0
472,47,19,0.06847154194131815,1.7759370066228006,0.0
473,47,20,0.030553305348475404,2.16054623920177,0.0
474,47,21,0.04426357963844176,3.0378667139051614,0.0
475,47,22,0.0906025412853316,3.0378667139051614,0.0
476,47,23,0.10347264994967088,3.0378667139051614,0.0
477,47,24,0.08728867105696561,3.0174440219123744,0.0
478,47,25,0.05087746847136223,2.184310731449132,0.0
479,47,26,0.034137349851042255,2.227269095919918,0.0
480,47,27,0.07202987401211199,2.227269095919918,0.0
481,47,28,0.06256784502365025,2.227269095919918,0.0
482,47,29,0.014840330008548347,2.9351139653330325,0.0
483,47,30,0.03031364388290794,2.9351139653330325,0.0
484,47,31,0.04173892911961411,2.9351139653330325,0.0
485,47,32,0.04404625731610549,2.131995621531337,0.0
486,47,33,0.04570838568188608,0.8035371537070853,1.0
487,47,34,0.04957489265713916,0.9354629338207255,0.5
488,47,35,0.054794185980905186,1.6221912283021158,0.0
489,47,36,0.04866902235588921,1.6221912283021158,0.0
490,47,37,0.029426501100918025,2.536066186244125,0.0
491,47,38,0.03396445241644894,2.536066186244125,0.0
492,47,39,0.08589958480926754,2.7999696770467284,0.0
493,47,40,0.1246868313356737,2.7999696770467284,0.0
494,47,41,0.13811728041934285,2.7999696770467284,0.0
495,47,42,0.13856134712040566,2.505794667236938,0.0
496,47,43,0.10133855985634603,2.4140792748665705,0.0
497,47,44,0.06250666639072339,2.4140792748665705,0.0
498,47,45,0.021360824271821264,2.5013167250081803,0.0
499,47,46,0.05354961506290826,2.60033019582585,0.0
500,47,47,0.05113911006891381,2.60033019582585,0.0
501,47,48,0.04260631328542601,2.60033019582585,0.0
502,47,49,0.042164640059023976,2.5194962008099195,0.0
