anchor_index,elapsed_fs,path_length_A,bound_eV_A
87,0.5,0.01657664889216841,0.08372670873131849
87,1.0,0.03323265602134545,0.10733746179099224
88,0.5,0.016577085298766506,0.08951505595781471
88,1.0,0.033035677620872894,0.12198396417672189
89,0.5,0.015938055243116294,0.09558973888936356
89,1.0,0.03118698719761507,0.12567227343285337
90,0.5,0.014448999057303716,0.08296259324413995
90,1.0,0.02847421203703331,0.11063101980683065
91,0.5,0.014025212979729593,0.07158711765421438
91,1.0,0.028218822058290127,0.09628504862176668
91,1.5,0.04317203738525953,0.12230475071757005
92,0.5,0.016073534376467503,0.06486905631399638
92,1.0,0.03314739100871364,0.08275930570646814
92,1.5,0.050894663963747255,0.10135517107189329
93,0.5,0.018120694949158588,0.0856258276973718
93,1.0,0.03615706462305756,0.10452461304803792
94,0.5,0.01783397374419634,0.09491888595358479
94,1.0,0.03535378746293981,0.1211032337308976
95,0.5,0.01738920600310836,0.07805220031038966
95,1.0,0.03478063417810799,0.10404466866586982
96,0.5,0.01755040763553351,0.05980428218144661
96,1.0,0.03522698677157861,0.0862229246991019
96,1.5,0.052856030655817246,0.11257052310721559
97,0.5,0.017271755370740938,0.05540472631722246
97,1.0,0.03391011844501568,0.07365372545624582
97,1.5,0.04979547074700841,0.0910768204559193
97,2.0,0.0650913930633158,0.1078534271410111
98,0.5,0.015885352301992728,0.045626836651616876
98,1.0,0.03118127461830011,0.06456969350994046
98,1.5,0.04630271926122262,0.08329647280696659
98,2.0,0.06171044459187225,0.10237778934449214
99,0.5,0.015963579513647932,0.04634886037951293
99,1.0,0.03247352759531992,0.06679519743471883
99,1.5,0.04932713119319802,0.08766712616837653
99,2.0,0.06627401994552033,0.10865458159543012
100,0.5,0.016863612016682974,0.0514254831125387
100,1.0,0.03361340648166807,0.07216885199185652
100,1.5,0.05037518724934398,0.09292706501142536
100,2.0,0.06737852523600597,0.11398442859725136
101,0.5,0.017448627242439188,0.05469274063766397
101,1.0,0.035476104361054195,0.07350572179486552
101,1.5,0.054017890177380415,0.09285542141662886
101,2.0,0.07281990363976765,0.11247668747942643
102,0.5,0.018549618468882176,0.10273853705642658
103,0.5,0.01789888478014024,0.09967913980615906
103,1.0,0.03498477998662561,0.13079336299275732
104,0.5,0.01616719833158651,0.08012561729745454
104,1.0,0.03170951896958029,0.10842891819705584
105,0.5,0.019985000424295313,0.08001034429523682
105,1.0,0.04055653990296462,0.12099226619734334
106,0.5,0.01993817257647633,0.06057586601965155
106,1.0,0.038362925846369744,0.09442417856894425
106,1.5,0.0554546695485766,0.1258236048934222
107,0.5,0.01842475326989342,0.09146712606332365
107,1.0,0.03551649697210028,0.13217544546674004
108,0.5,0.01709811744612987,0.11193495556806053
109,0.5,0.018769538567072506,0.11254573923238392
110,0.5,0.021152679934688796,0.0849534126564361
110,1.0,0.04427720775235883,0.11621996026586132
111,0.5,0.023955622183640144,0.11142174949429512
112,0.5,0.023511067363708955,0.12070502601868971
113,0.5,0.021992844725408755,0.10931603624073329
114,0.5,0.019877895343137,0.07783380224802977
114,1.0,0.03776235078944489,0.11577141098457006
115,0.5,0.01785383212003784,0.06399188502435332
115,1.0,0.034570248657302655,0.09945177766529509
115,1.5,0.05145364879086775,0.1352658861984053
116,0.5,0.016682010785434534,0.05263311625957586
116,1.0,0.033532889244687336,0.08234461981762846
116,1.5,0.05160994588401259,0.11421812326477435
117,0.5,0.016813900538847248,0.04747023146832459
117,1.0,0.03485799683514379,0.07567925019207107
117,1.5,0.05444743287644825,0.10630415703155682
118,0.5,0.018002668160786904,0.03710109758155583
118,1.0,0.03755581512828772,0.0548817522134384
118,1.5,0.05822522209559369,0.07367747790109064
118,2.0,0.07903656172331122,0.09260227005666015
118,2.5,0.09876976752517394,0.11054666119359377
119,0.5,0.01949649965837206,0.0540720146253602
119,1.0,0.04011611219120896,0.08373873231460825
119,1.5,0.060891791606516615,0.11362999312441822
120,0.5,0.0205258273923425,0.10268114801902409
121,0.5,0.02056346463454519,0.12248524946298031
122,0.5,0.019437629462584247,0.11161170533060533
123,0.5,0.01747290146814906,0.08426122827894272
123,1.0,0.03313997028444352,0.12565583972203154
124,0.5,0.015393712508653939,0.06127673788726212
124,1.0,0.03257434502476504,0.10692144992805303
125,0.5,0.020045089383716044,0.07486229449382466
125,1.0,0.04256743983887775,0.13469863637725663
126,0.5,0.023988778730957498,0.11730688317538078
127,0.5,0.024103534040185573,0.11705792299314544
128,0.5,0.023003925322993737,0.11883709562159289
129,0.5,0.021119745635783053,0.09459687070288342
129,1.0,0.04022522025581174,0.14417308820542676
130,0.5,0.01772429087792398,0.08687893206649269
130,1.0,0.03527995291301089,0.1349849347144123
131,0.5,0.01756773235906717,0.09287191963204444
131,1.0,0.03610141128431939,0.14365788291112513
132,0.5,0.020015846594198704,0.09399866126311929
132,1.0,0.04117268852880783,0.15197261246437826
133,0.5,0.021359892775304163,0.06368233253504689
133,1.0,0.04161461267497739,0.1061879986809042
134,0.5,0.017983922852796777,0.08092547487651142
134,1.0,0.033221239306276656,0.11437980956215907
135,0.5,0.013643002752891303,0.10566383876673381
136,0.5,0.014431936827795446,0.10919652353620837
137,0.5,0.01695564392965382,0.10650328971530262
138,0.5,0.019602236167200224,0.0907385340729463
138,1.0,0.0409637978011477,0.12769569374228448
139,0.5,0.021828990143912288,0.06856350783527283
139,1.0,0.04299238193640016,0.12290018616149138
140,0.5,0.019822523705047456,0.0901046665016494
140,1.0,0.03834823639565199,0.13766914487560428
141,0.5,0.026486729923742854,0.10313259655284572
142,0.5,0.025372378971674218,0.12202022916326588
143,0.5,0.023043532960275344,0.13468554740259214
144,0.5,0.020287280163892897,0.13170701754929595
145,0.5,0.01806909056447315,0.12743427905065896
146,0.5,0.017316313394607902,0.11287822278193171
147,0.5,0.01831527705977549,0.11596979419515271
148,0.5,0.02041622247713747,0.10600021449268317
149,0.5,0.022588154984689867,0.10326629656989422
150,0.5,0.023920293843663076,0.09822014658186198
150,1.0,0.047796119721670194,0.13417791920412792
151,0.5,0.023754875402437113,0.15431691750377974
152,0.5,0.021792827377943594,0.14592732869672975
153,0.5,0.018383093073118438,0.11365679036829332
154,0.5,0.015094975146695838,0.06108035951715238
154,1.0,0.029837104902078367,0.09271339742081923
154,1.5,0.04780452782413298,0.13126713285494465
155,0.5,0.014765051587666372,0.05165802120589569
155,1.0,0.032765816588054594,0.09028330066013321
155,1.5,0.054915363033869125,0.13781085969641574
156,0.5,0.01804109195168877,0.05681141020054153
156,1.0,0.040232435288967555,0.09970820924076368
156,1.5,0.0654155265945047,0.14838818280191635
157,0.5,0.022256730465633236,0.07353892758127607
157,1.0,0.04750204206186779,0.12233917557853227
158,0.5,0.025245311596234554,0.07615943303801317
158,1.0,0.05155482461931947,0.11559357348094418
159,0.5,0.02570514770540376,0.11252646535079056
160,0.5,0.023769529638796208,0.15681434104965464
161,0.5,0.021231226199441944,0.14297843999565574
162,0.5,0.01901113939198883,0.12483323403810334
163,0.5,0.01805636956182503,0.08319906704691382
163,1.0,0.036847155146281854,0.10933641201742508
164,0.5,0.018810561035286485,0.0824893597040327
164,1.0,0.03955454151543243,0.11134353248112044
165,0.5,0.020795837607641653,0.09908054566381623
165,1.0,0.0437173131200857,0.1422185353316946
166,0.5,0.023007547069102643,0.10551382742456675
167,0.5,0.024461563202363392,0.09377647886308643
167,1.0,0.04887913009885418,0.15315200984643335
